id,session_id,session_type,session_title,session_hall,session_date,session_time_start,session_time_end,session_timezone,session_category,session_description,session_organized_by,session_chairs,session_presentations
298,466,1-hour Oral Session,AI in infectious diseases: the lab and beyond,,,,,CET,04. Diagnostic microbiology,,,"Miranda LANGENDAM, NetherlandsChair","Accurate strain typing of key bacterial pathogens through artificial intelligence analysis of MALDI-TOF mass spectra [Nenad MACESIC, Australia] || CarbaDetector: An Artificial Intelligence-Driven Prediction Model for Detecting Carbapenemase-Producing Enterobacterales Using Disk-Diffusion [Linea Katharina MUHSAL, Germany] || AI-Driven Early Infectious Disease Detection in Dutch Primary Care: leveraging Bidirectional Encoder Representations from Transformers (BERT) and Early Recognition using Neural Information Encoding (ERNIE) [Gijs DANOE, Netherlands] || Predicting potentially infection-related findings in structured radiology reports [Justin XU, United Kingdom] || Application of Artificial Intelligence in Assisting X-ray Diagnosis of Pediatric Pulmonary Infections [Haocheng ZHANG, China]"
299,467,1-hour Oral Session,Immune evasion and intracellular survival strategies,,,,,CET,"09. Fundamental microbiology, pathogenesis & immunity to infection",,,"Juliane BUBECK WARDENBURG, United StatesChair; Giovanni DELOGU, ItalyChair","Capsule-Dependent Modulation of Cell Death Pathways and Immune Evasion in Acinetobacter baumannii [Hui WANG, China] || Intracellular lifestyle of Acinetobacter baumannii: Role of phospholipase A2 and transcriptional factor EB (TFEB) [Younes SMANI, Spain] || The role of peg344 of hypervirulent Klebsiella pneumoniae on suppressing autophagy responses of macrophages [Zeynep Ece KULOGLU, Türkiye] || c-Myc Inhibits Macrophage Antimycobacterial Response in Mycobacterium tuberculosis Infection [Cédric DOLLÉ, Switzerland] || Targeting neutrophil extracellular traps (NETs) prevents tuberculosis immunopathology [Julia KUTSCHENREUTER, United Kingdom]"
300,468,1-hour Oral Session,Emerging trends in viral hepatitis across Europe,,,,,CET,01. Viral infection & disease (incl COVID-19),,,"Federico GARCIA, SpainChair; Neven PAPIC, CroatiaChair","One of the largest outbreak of hepatitis A in the 21st century in Europe [Ivana HOCKICKOVA, Slovakia] || Higher prevalence of Cytomegalovirus and Epstein–Barr virus in acute-on-chronic liver failure – cause or consequence? [Jannik SONNENBERG, Germany] || Delta in Denmark: current prevalence of hepatitis delta virus infection [Hugh WATSON, France] || RatHEV as an aetiological agent of acute hepatitis in Europe: results from the ESGHV-RHEV Study [Antonio RIVERO-JUAREZ, Spain] || Understanding the incidence and risk factors of low-level viremia in chronic hepatitis B: A propensity-matched comparison of tenofovir and entecavir [Imran HASANOGLU, Türkiye]"
301,469,1-hour Oral Session,Precision Medecine: from models to patient care,,,,,CET,"05. New antibacterial agents, PK/PD & Stewardship",,,"Anouk Edwina MULLER, NetherlandsChair; Sebastian WICHA, GermanyChair","Pharmacokinetics and pharmacodynamics of BPaLM, BPaLC and BPaL regimens for treatment of RR-TB [Frank KLOPROGGE, United Kingdom] || Physiologically Based Pharmacokinetic Modeling for Nemonoxacin in Predicting the Respiratory System Pharmacokinetic Profile: Based on Comprehensive Preclinical and Clinical Data [Yinru CHEN, China] || Context-specific genome-scale metabolic modelling reveals metabolic alterations in multidrug-resistant Klebsiella pneumoniae in response to polymyxin B/zidovudine combination [Jinxin ZHAO, Australia] || Agent-based model predictions of polymyxin B activity on Acinetobacter baumannii [Hiie SOEORG, Estonia] || Monthly dalbavancin dosing for suppressive therapy: a case series and pharmacokinetic estimation analysis [Cecilia VOLK, United States]"
302,470,1-hour Case Session,In the field with fungi,,,,,CET,13. Case reports and case series (n less than 10),,,"Beatriz L. GOMEZ, ColombiaChair; Leonardo NIMRICHTER, BrazilChair","Fosmanogepix expanded access in patients with Fusarium infections [Sanjeet DADWAL, United States] || Voriconazole's hidden toll: unveiling periostitis in a heart transplant recipient and a hematologic patient. [Gabriel MOTOA, United States] || Unveiling the Uncommon: Managing Geotrichum candidum in Pancreatic Necrosis [Lisa Marie KRIEGL, Austria] || Detection of siderophores as a superior non-invasive diagnostic tool in unravelling mixed fungal infections [Vladimir HAVLICEK, Czech Republic] || Efficacy of novel antifungal therapies in refractory Candida and Aspergillus infections: insights from compassionate use and clinical trials [Sarah SEDIK, Austria]"
303,472,2-hour Oral Session,Heterogeneity and complexity of sepsis,,,,,CET,02. Bacterial infection & disease,,,"Despoina KOULENTI, United KingdomChair; Sylvain MEYLAN, SwitzerlandChair","A consensus immune dysregulation framework for sepsis: results of the SUBSPACE consortium [Andrew MOORE, United States] || BLOODICU: Bloodstream infections and their outcomes in ICU patients - Insights from the PROSAFE Study [Camilla GENOVESE, Italy] || Deciphering the Dynamics of Klebsiella pneumoniae Colonization and Infection: Genomic Insights and Microbiome Interactions in ICU Patients [Wei YU, China] || Antibiotics with anti-anaerobe activity promote enteric pathobionts in ICU patients [Steven TAYLOR, Australia] || Association between blood culture time to positivity and 30-day bacteremia mortality differs for bacterial groups [Melissa Hornbæk ØVRE, Denmark] || Treatment patterns of patients with sepsis/SIRS/septic shock treated with ceftolozane/tazobactam – results from SPECTRA [Emre YUCEL, United States] || Risk of myocardial infarction and stroke following bloodstream infection: a population-based self-controlled case series [Jonathan UNDERWOOD, United Kingdom] || Is transthoracic echocardiography required in all patients with Staphylococcus aureus bacteremia? Validating the VIRSTA and VIRSTA+ scores to define the population at low risk of endocarditis [Miguel Ángel VERDEJO GÓMEZ, Spain] || DNA methylation changes in Sepsis: Potential use as biomarkers [Ian LÓPEZ-CRUZ, Spain] || Host response plasma biomarkers and transcriptomic alterations in critically ill patients with suspected aspiration pneumonia [Susanne DOELEMAN, Netherlands]"
304,471,1-hour Oral Session,Improving blood culture diagnostics: rethinking the basics,,,,,CET,04. Diagnostic microbiology,,,"Direk LIMMATHUROTSAKUL, ThailandChair; Pilar RETAMAR GENTIL, SpainChair","Blood culture volume, guideline adherence and pathogen yield of 35,433 paediatric blood cultures in Germany [Johannes FORSTER, Germany] || Changing the paradigm: are two sets of blood cultures always needed? [Rossana ROSA, Canada] || Evaluating clinical and economic empact of reducing blood culture incubation timings: Time to shift the paradigm? [Ruchika GUPTA (BAGGA), Canada] || Revolutionizing hospital workflows with blood culture-free ultra-rapid antimicrobial susceptibility testing: A clinical pilot study [Sunghoon KWON, Korea, Republic Of] || Human in vivo footprints from blood plasma for improved diagnostics in sepsis [Mirko SONNTAG, Germany]"
305,473,1-hour Oral Session,Viral immune response - nature or nurture? Exploring the limits of immune response,,,,,CET,01. Viral infection & disease (incl COVID-19),,,"Malin FLODSTRÖM-TULLBERG, SwedenChair; Florian KRAMMER, United StatesChair","Orthopoxvirus-specific antibody dynamics up to two years after monkeypoxvirus infection or vaccination [Christophe VAN DIJCK, Belgium] || DENG-VAC study: preliminary data on immunogenity and reactogenity of Qdenga vaccine versus natural infection [Alessandra D'ABRAMO, Italy] || Long-Lasting Immunity Followed by Natural CCHFV Infection [Hanife Nur KARAKOC, Türkiye] || Why does rabies virus not induce an anti-viral immune response : insights from experimental models and a human cohort [Corine GEURTS VAN KESSEL, Netherlands] || Establishing a human challenge model for human metapneumovirus: disease characteristics and immune responses [Nicolas NOULIN, United Kingdom]"
306,474,1-hour Oral Session,Determining new and revising old breakpoints,,,,,CET,03. Bacterial susceptibility & resistance,,,"Jaroslav HRABAK, Czech RepublicChair; Erika MATUSCHEK, SwedenChair","EUCAST disk diffusion testing of ten additional species of anaerobic bacteria [Jenny AHMAN, Sweden] || Standardised antimicrobial susceptibility testing protocol for Legionella pneumophila validated across ten European reference laboratories. [Max SEWELL, United Kingdom] || Antimicrobial susceptibility testing of the combination of aztreonam and avibactam in carbapenem-resistant Enterobacterales: a practical evaluation using the CLSI and EUCAST methods [Linda CHAN, Hong-kong Sar, China] || Determination of optimal disk diffusion mass for zosurabalpin [Mariana CASTANHEIRA, United States] || The clinical significance of aminoglycoside susceptibility breakpoints modification [Oryan HENIG, Israel]"
307,475,1-hour Oral Session,What's new in antifungal guidelines and management,,,,,CET,06. Fungal infection & disease,,,"Sharon CHEN, AustraliaChair; Helmut SALZER, AustriaChair","Global guideline for the diagnosis and management of candidiasis: an initiative of the ECMM in cooperation with ISHAM and ASM [Rosanne SPRUTE, Germany] || Impact of achieving early mycological eradication with rezafungin on all-cause mortality and ICU length of stay [Matteo BASSETTI, Italy] || An open-label study of ibrexafungerp in patients with refractory fungal infections (FURI) [Oliver A. CORNELY, Germany] || Novel immunotherapy approach using pan-Candida monoclonal antibodies to treat life-threatening invasive candidiasis and tackle global AMR [Yixin ZHAO, United Kingdom] || Relative contribution of pharmacokinetics and immune signatures to clinical outcomes in patients with HIV-associated cryptococcal meningitis. [Katharine STOTT, United Kingdom]"
308,476,1-hour Oral Session,Intestinal parasitic uncovered: epidemiology and treatment success,,,,,CET,"07. Parasitic diseases, travel medicine & migrant health",,,"Kurt HANEVIK, NorwayChair; Pavla TUMOVÁ, Czech RepublicChair","Giardia- Does the treatment work? The experience from a national tertiary referral centre [Anna BOTÉ CASAMITJANA, United Kingdom] || Giardiasis: Who gets it? Experience from a Central London Teaching Hospital. [Anna BOTÉ CASAMITJANA, United Kingdom] || Assessing the Effect of Antimicrobial Treatment on the Accuracy of Serial Serum and Urine Testing for Detecting E. histolytica cfDNA [Priya DATTA, India] || Longitudinal observation of  Blastocystis sp. and Dientamoeba fragilis in children: a very rare occurrence in chronic diseases with gut dysbiosis [Jakub HURYCH, Czech Republic] || High prevalence of the zoonotic Angiostrongylus cantonensis in rats in Spain [Javier CABALLERO GÓMEZ, Spain]"
309,477,1-hour Oral Session,Training models - a new model for training,,,,,CET,12. Professional and educational affairs,,,"Erin BONURA, United StatesChair; Casandra BULESCU, RomaniaChair","Can ChatGPT4o help build Objective Structured Clinical Examination (OSCE) stations in infectious diseases ? [Sébastien VILLARD, France] || Large language model in real-world clinical infectious diseases: are we there yet? [Giorgia CARRA, Switzerland] || Artificial Intelligence-Powered Transformation: Enhancing Public Health Education at Tampere University Towards Sustainable Development Goal 3 [Saeed AHMAD, Finland] || A Survey on Perceived Priorities for the Implementation of Artificial Intelligence in Developing ESCMID Guidelines [José MOLINA GIL-BERMEJO, Spain] || Expect the unexpected: Longitudinally extensive transverse myelitis in a healthy young adult -  a rare  manifestation of tuberculosis [Shekhar ANGIREKULA, India]"
310,478,1-hour Case Session,Still going viral,,,,,CET,13. Case reports and case series (n less than 10),,,"Ursula HOFER, United KingdomChair; Yee Sin LEO, SingaporeChair","Clinical outcomes of adoptive cell therapy for EBV reactivation and EBV-PTLD in primary immunodeficiencies: prophylactic and therapeutic applications of post-allo-HSCT memory T cell infusions. [Antimo TESSITORE, Italy] || Histopathological proof of herpes simplex pneumonitis in a patient with severe COVID-19 pneumonia [Jannes HEYLEN, Belgium] || Transmission of dengue virus from donors to recipient after solid organ transplantation. Case series in Argentina. [Laura Alicia BARCAN, Argentina] || Rash without borders: waning immunity in a travelling physician [Rodrigo VILLE BENAVIDES, Mexico] || A handful of Orf: a case of successful management with cidofovir in a renal transplant recipient [Arda KAYA, Türkiye]"
