id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
5542,PS068,NULL,"09d.?Experimental and cellular microbiology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5556,PS069,NULL,"09e. Fundamental science studies using Omics (in vitro and in vivo)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5574,PS070,NULL,"09f. Immune response to infection (incl in vitro, animal and human studies, laboratory assessment of immunity and response, excl sepsis biomarkers)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5603,PS071,NULL,"10a. Host genetics: Susceptibility to infection & primary immunodeficiency","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5605,PS072,NULL,"10b. Infections related to solid organ transplantation","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5636,PS073,NULL,"10c. Infections related to haematopoietic stem cell transplantation","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5658,PS074,NULL,"10d. Infections related to cell-based therapies","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5662,PS075,NULL,"10e. Infections related to cancer treatment (incl neutropaenia)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5685,PS076,NULL,"10f. Infections related to other forms of immunosuppression (e.g. gastrointestinal, rheumatological, dermatological disease, biologicals)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
5691,PS077,NULL,"11a. General vaccinology (incl in vitro and in vivo studies, safety, regulatory, policy, social aspects)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5727,PS078,NULL,"11b. Antiviral vaccines (excl respiratory and bloodborne viruses)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5737,PS079,NULL,"11c. Antibacterial vaccines","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5762,PS080,NULL,"11d. Other preventive modalities (incl new vaccine technologies, antibody-based treatments)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5766,PS081,NULL,"11e. Food & water safety, environmental health, vector epidemiology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5807,PS082,NULL,"11f. Veterinary microbiology and One Health (excl AMR)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5828,PS083,NULL,"11g. Global health & health security (incl policy-making, climate change, biosafety/biosecurity)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5864,PS084,NULL,"11h. Infections in low-resource settings (incl disease burden, health infrastructure, health disparities and vulnerable populations)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","11. Public health & vaccines",NULL,NULL,NULL,NULL
5895,S6,NULL,"Improving infectious disease prevention: vaccination strategies focusing on AI technology, public health, and communications","Hall 7 |","08:30 - 16:00CETIntegrated Workshop",,CET,"Integrated Workshop","32. Industry session","Giovanni CHECCUCCI LISI",Italy,NULL,NULL
5926,SEL,NULL,"Selective Pressure","Hall 1 |","13:30 - 15:30CETSpecial Session",,CET,"Special Session","12. Professional and educational affairs","Jacob MORAN-GILAD",Israel,NULL,NULL
5928,SP1,NULL,"Antimicrobial Stewardship in Different Scenarios","Hall 0 |","08:30 - 10:30CETSpecial Session",,CET,"Special Session","05. New antibacterial agents, PK/PD & Stewardship","Murat AKOVA",Türkiye,NULL,NULL
5930,SP2,NULL,"Principles of systematic reviews (with and without meta-analysis)","Hall 0 |","11:00 - 12:00CETSpecial Session",,CET,"Special Session","12. Professional and educational affairs","Chiara IARIA",Italy,NULL,NULL
5932,SP3,NULL,"Top five mistakes in Infection prevention and control","Hall 0 |","13:30 - 14:30CETSpecial Session",,CET,"Special Session","08. Healthcare-associated infections, infection prevention & control","Maeve DOYLE",Ireland,NULL,NULL
5934,SP4,NULL,"Science Slam - How to Communicate Science with Clarity","Hall 0 |","14:45 - 15:45CETSpecial Session",,CET,"Special Session","12. Professional and educational affairs","Mary HORGAN",Ireland,NULL,NULL
5936,SP5,NULL,"Multidisciplinary approach to early sepsis management","Hall 0 |","16:15 - 18:15CETSpecial Session",,CET,"Special Session","02. Bacterial infection & disease","Markus BALD",Germany,NULL,NULL
5938,SY031,NULL,"To screen or not to screen prior to transplant?","Hall 6 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","10. Immune compromise & transplant ID","Laura Alicia BARCAN",Argentina,NULL,NULL
5944,SY032,NULL,"New insights into Candida pathogenesis","Hall 7 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","06. Fungal infection & disease","Aleksandra BARAC",Serbia,NULL,NULL
5950,SY033,NULL,"Single-cell approaches to dissect cellular phenotypic heterogeneity of bacterial pathogen populations.","Hall 8 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","09. Fundamental microbiology, pathogenesis & immunity to infection","Christian Stephan LENTZ",Norway,NULL,NULL
5956,SY034,NULL,"Endoscopy: infection risks and mitigation","Hall 10 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Elisabeth PRESTERL",Austria,NULL,NULL
5962,SY035,NULL,"Barriers to TB/HIV elimination in low- and high-incidence settings","Hall 12 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","02. Bacterial infection & disease","Daria PODLEKAREVA",Denmark,NULL,NULL
5968,SY036,NULL,"The quality of antibiotics used in the communities of LMICs","Hall 15 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","11. Public health & vaccines","Thi Thuy Nga DO",Vietnam,NULL,NULL
5974,SY037,NULL,"Unveiling the challenges: nosocomial infections in ECMO-supported patients","Hall 16 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Antonios KATSOUNAS",Germany,NULL,NULL
5980,SY043,NULL,"Year in infection control","Hall 1 |","09:30 - 10:30CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Nico Tom MUTTERS",Germany,NULL,NULL
5984,SY045,NULL,"What happens following TB infection?","Hall 2 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","02. Bacterial infection & disease","Catherine ONG",Singapore,NULL,NULL
5988,SY046,NULL,"New frontiers in bacterial pathogenesis","Hall 5 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","09. Fundamental microbiology, pathogenesis & immunity to infection","Silvio Daniel BRUGGER",Switzerland,NULL,NULL
5992,SY047,NULL,"How long should contact isolation precautions be continued?","Hall 11 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Cansu CIMEN",Germany,NULL,NULL
5996,SY051,NULL,"Year in infectious diseases","Hall 1 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Nur BENZONANA",Türkiye,NULL,NULL
6000,SY052,NULL,"Exploring children's role in infection spread","Hall 2 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","11. Public health & vaccines","Angelika BERGER",,NULL,NULL
6004,SY053,NULL,"Developing guidelines with AI tools: are they ready for prime time?","Hall 16 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Miranda LANGENDAM",Netherlands,NULL,NULL
6008,SY057,NULL,"Macrolides in community-acquired pneumonia: therapeutic necessity or path to overuse?","Hall 2 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Marc J.M. BONTEN",Netherlands,NULL,NULL
6012,SY058,NULL,"Top papers in transplant ID","Hall 4 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","10. Immune compromise & transplant ID","Nicolas MUELLER",Switzerland,NULL,NULL
6016,SY059,NULL,"Value-based syndromic diagnostics in medical microbiology: Pro / Con debate","Hall 13 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","04. Diagnostic microbiology","Hege Vangstein AAMOT",Norway,NULL,NULL
6020,SY060,NULL,"We need to talk about toilets.","Hall 14 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Stephanie J. DANCER","United Kingdom",NULL,NULL
6024,SY064,NULL,"PK/PD to avoid emergence of resistance?","Hall 2 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Joseph MELETIADIS",Greece,NULL,NULL
6030,SY065,NULL,"Gram-positives, are they still going?","Hall 4 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","03. Bacterial susceptibility & resistance","Diederik BATHOORN",Netherlands,NULL,NULL
6036,SY066,NULL,"Biomarker testing to manage respiratory infections in primary care in low resource settings","Hall 5 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","04. Diagnostic microbiology","Sonia LEWYCKA",Vietnam,NULL,NULL
6042,SY067,NULL,"STIs: an ongoing crisis","Hall 11 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","02. Bacterial infection & disease","Dagmar HEUER",Germany,NULL,NULL
6048,SY068,NULL,"Tick-borne encephalitis: contemporary diagnosis and management","Hall 12 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","01. Viral infection & disease (incl COVID-19)","Joanna Maria ZAJKOWSKA",Poland,NULL,NULL
6054,SY069,NULL,"Controlled human infection models","Hall 16 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","11. Public health & vaccines","Frederick HAYDEN","United States",NULL,NULL
6060,SY072,NULL,"Tackling the emergence of dengue and other Aedes-borne diseases in Europe","Hall 3 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","01. Viral infection & disease (incl COVID-19)","Fernanda BOULOS",Brazil,NULL,NULL
6066,SY073,NULL,"Proxy indicators: bridging the gap between surveillance and antimicrobial stewardship","Hall 12 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Bhanu SINHA",Netherlands,NULL,NULL
6072,SY074,NULL,"Difficile to treat: advanced management strategies in difficult to treat CDI","Hall 13 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Frédéric BARBUT",France,NULL,NULL
6078,SY075,NULL,"Diphtheria: from re-emergence to vaccine strategies","Hall 15 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","11. Public health & vaccines","Helena SETH-SMITH",Switzerland,NULL,NULL
6084,SY076,NULL,"AMR Surveillance in low resource countries: insights into clinical and policy translation","Hall 16 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","03. Bacterial susceptibility & resistance","Kwame Ohene BUABENG",Ghana,NULL,NULL
6090,SY082,NULL,"How to address anti-science in our community?","Hall 6 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","11. Public health & vaccines","Tuba DAL",Türkiye,NULL,NULL
6094,SY083,NULL,"Lyme neuroborreliosis: challenges in diagnosis and treatment","Hall 7 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","02. Bacterial infection & disease","Alexandra MAILLES",France,NULL,NULL
6098,SY084,NULL,"Sleeping sickness and Chagas: a tale of the two trypanosomes","Hall 10 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","07. Parasitic diseases, travel medicine & migrant health","Hanne BREKKE",Norway,NULL,NULL
6102,SY085,NULL,"Diagnosing the undiagnosed fraction: the final step towards viral hepatitis elimination","Hall 13 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","01. Viral infection & disease (incl COVID-19)","Mojca MATICIC",Slovenia,NULL,NULL
6106,SY086,NULL,"Impact on including a measure of viability in molecular diagnostic tests","Hall 14 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","04. Diagnostic microbiology","Fusun CAN",Türkiye,NULL,NULL
6110,SY087,NULL,"Innovating antimicrobial drug discovery and host-pathogen interaction studies using chemical biology","Hall 16 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","09. Fundamental microbiology, pathogenesis & immunity to infection","Laurent POIREL",Switzerland,NULL,NULL
6114,SY091,NULL,"Emerging infectious diseases: staying informed and prepared in a globalised world","Hall 4 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","01. Viral infection & disease (incl COVID-19)","Nitin GUPTA",India,NULL,NULL
6118,SY092,NULL,"Sex differences in management and outcome of patients with serious bacterial infections","Hall 5 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","02. Bacterial infection & disease","Michele BARTOLETTI",Italy,NULL,NULL
6122,SY093,NULL,"Immunosenescence and immune response to vaccination","Hall 11 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","11. Public health & vaccines","Petar VELIKOV",Bulgaria,NULL,NULL
6126,SY094,NULL,"Farm to fork: food-borne antimicrobial resistance","Hall 14 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","03. Bacterial susceptibility & resistance","Beatriz GUERRA ROMÁN",Spain,NULL,NULL
6130,SY099,NULL,"How innovations of AMR and HAI surveillance systems help the clinical practice","Hall 4 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Pascal ASTAGNEAU",France,NULL,NULL
6134,SY100,NULL,"The challenge of a healthy microbiota in neonates","Hall 12 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","04. Diagnostic microbiology","Maria VEHRESCHILD",Germany,NULL,NULL
6138,SY104,NULL,"Targeted vs. standard perioperative prophylaxis in Solid Organ Transplant with MDR Gram-negative colonisation","Hall 3 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Elda RIGHI","United Kingdom",NULL,NULL
6142,SY105,NULL,"Novel beta-lactams and beta-lactamase inhibitors: a diagnostic and therapeutic approach","Hall 4 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","03. Bacterial susceptibility & resistance","Robert A. BONOMO","United States",NULL,NULL
6146,SY106,NULL,"Strain dynamics in determining gut microbial colonisation resistance","Hall 14 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","09. Fundamental microbiology, pathogenesis & immunity to infection","Silvio Daniel BRUGGER",Switzerland,NULL,NULL
6150,SY107,NULL,"Communicating (your) ID science for policy and societal impact","Hall 15 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Leonard LEIBOVICI",Israel,NULL,NULL
6154,SY110,NULL,"Immune reconstitution syndrome in infectious diseases: Who. Are. You?","Hall 3 |","17:30 - 18:30CETCME1-hour Symposium",,CET,"1-hour Symposium","01. Viral infection & disease (incl COVID-19)","Elisa BORGHI",Italy,NULL,NULL
6158,SY111,NULL,"PK/PD in drug development: what's in it for me?","Hall 11 |","17:30 - 18:30CETCME1-hour Symposium",,CET,"1-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Sandrine MARCHAND",France,NULL,NULL
6162,SY112,NULL,"Year in public health","Hall 1 |","17:30 - 18:30CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Ziad A. MEMISH","Saudi Arabia",NULL,NULL
6166,SY113,NULL,"Haemorrhagic viral infections","Hall 3 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","01. Viral infection & disease (incl COVID-19)","Önder ERGÖNÜL",Türkiye,NULL,NULL
6172,SY114,NULL,"Sepsis Global 2025","Hall 13 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","02. Bacterial infection & disease","Brigitte LAMY",France,NULL,NULL
6178,SY115,NULL,"Challenges in infection management, prevention and antimicrobial stewardship in long-term care facilities","Hall 14 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Gaetan GAVAZZI",France,NULL,NULL
6184,SY116,NULL,"Climate Change: changing risks and adaptation strategies for a world on the move","Hall 15 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","11. Public health & vaccines","Rachel LOWE",Spain,NULL,NULL
6190,SY117,NULL,"Survival of the parasites: is treatment failure due to antimicrobial resistance?","Hall 16 |","08:30 - 10:30CETCME2-hour Symposium",,CET,"2-hour Symposium","07. Parasitic diseases, travel medicine & migrant health","Hanne BREKKE",Norway,NULL,NULL
6196,SY120,NULL,"Year in clinical microbiology","Hall 1 |","09:30 - 10:30CETCME1-hour Symposium",,CET,"1-hour Symposium","12. Professional and educational affairs","Fidelma FITZPATRICK",Ireland,NULL,NULL
6200,SY122,NULL,"Chronic infections in the era of CFTR modulators: what is going on in cystic fibrosis lungs these days?","Hall 3 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","04. Diagnostic microbiology","Pavel DREVINEK","Czech Republic",NULL,NULL
6204,SY123,NULL,"Infection prevention and control and intensive care: challenges and solutions","Hall 4 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","08. Healthcare-associated infections, infection prevention & control","Antonios KATSOUNAS",Germany,NULL,NULL
6208,SY124,NULL,"Antimicrobial prescribing: myths or pearls?","Hall 6 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Massimo FANTONI",Italy,NULL,NULL
6212,SY125,NULL,"Cutting edge methods in mycology","Hall 7 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","06. Fungal infection & disease","Katrien LAGROU",Belgium,NULL,NULL
6216,SY126,NULL,"Why is the concept of complicated UTI so complicated?","Hall 13 |","11:00 - 12:00CETCME1-hour Symposium",,CET,"1-hour Symposium","02. Bacterial infection & disease","Gernot BONKAT",Switzerland,NULL,NULL
6220,SY131,NULL,"Vaccines and antimicrobial resistance","Hall 2 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","11. Public health & vaccines","Iva BUTIC",Croatia,NULL,NULL
6224,SY132,NULL,"Predicting antibiotic susceptibility profiles from whole genome sequences: state-of-the-art","Hall 13 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","03. Bacterial susceptibility & resistance","Werner RUPPITSCH",Austria,NULL,NULL
6228,SY133,NULL,"Probiotics in infectious diseases: current state-of-play","Hall 15 |","13:30 - 14:30CETCME1-hour Symposium",,CET,"1-hour Symposium","05. New antibacterial agents, PK/PD & Stewardship","Nicolas BENECH",France,NULL,NULL
6232,SY138,NULL,"Global clones and evolving resistance mechanisms towards newer beta-lactams: Where are we heading?","Hall 4 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","03. Bacterial susceptibility & resistance","Yesim BESLI",Türkiye,NULL,NULL
6236,SY139,NULL,"How to manage bacterial meningitis in low resource settings","Hall 16 |","14:45 - 15:45CETCME1-hour Symposium",,CET,"1-hour Symposium","02. Bacterial infection & disease","Joseph DONOVAN",Vietnam,NULL,NULL
6240,SY142,NULL,"Precision genomics to improve infectious diseases management","Hall 4 |","16:15 - 18:15CETCME2-hour Symposium",,CET,"2-hour Symposium","04. Diagnostic microbiology","Jacob MORAN-GILAD",Israel,NULL,NULL
6246,SY143,NULL,"ESCMID guidelines for the vaccination of immunocompromised individuals: solid organ transplant recipients","Hall 11 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","10. Immune compromise & transplant ID","Elisa CORDERO MATIA",Spain,NULL,NULL
6250,SY144,NULL,"What's the role of infant and maternal immunisation for paediatric RSV prevention?","Hall 14 |","16:15 - 17:15CETCME1-hour Symposium",,CET,"1-hour Symposium","11. Public health & vaccines","Joanne M. LANGLEY",Canada,NULL,NULL
6254,SY147,NULL,"Avian influenza in mammals: jumps under the radar","Hall 11 |","17:30 - 18:30CETCME1-hour Symposium",,CET,"1-hour Symposium","01. Viral infection & disease (incl COVID-19)","Patricia ANTUNES",Portugal,NULL,NULL
6258,SY148,NULL,"Echinococcosis: neglected but expanding","Hall 15 |","17:30 - 18:30CETCME1-hour Symposium",,CET,"1-hour Symposium","07. Parasitic diseases, travel medicine & migrant health","Daniel GRUPEL",Israel,NULL,NULL
6262,TAE1,NULL,"TAE Day: morning round","Krieau 1+2  (Courtyard Hotel) |","08:30 - 12:00CETCongress Event",,CET,"Congress Event","12. Professional and educational affairs","Murat AKOVA",Türkiye,NULL,NULL
6264,TAE2,NULL,"TAE Day: afternoon round","Krieau 1+2  (Courtyard Hotel) |","13:30 - 17:00CETCongress Event",,CET,"Congress Event","12. Professional and educational affairs","Mary HORGAN",Ireland,NULL,NULL
6266,YIA,NULL,"Young Investigator Award Session","Hall 3 |","11:00 - 12:00CETAwards",,CET,Awards,"12. Professional and educational affairs",NULL,NULL,NULL,NULL
