ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"1714","15/04 12:00","31","P3139","Anita NOVAK","2","C","08d. Healthcare-associated pneumonia (incl VAP)","Phenotypic and whole-genome sequencing-based antimicrobial resistance in Pseudomonas aeruginosa isolated from patients with ventilator-associated pneumonia and ventilator-associated tracheobronchitis in a Croatian intensive care unit","A. Novak|M. Cavka|J. Marinovic|I. Goic-Barisic|Z. Rubic|M. Radic-Skelin|M. Tonkic|M. Dzelalija|A. Maravic|M. Kvesic-Ivankovic|K. Milanovic|A. Saskor"
"1752","15/04 12:00","32","P3140","Chutchawan UNGTHAMMAKHUN","2","C","08d. Healthcare-associated pneumonia (incl VAP)","Comparison of dual vs additional tigecycline in colistin-sulbactam regimen for treatment of extensively drug-resistant Acinetobacter baumannii pneumonia","P. Luengwattanakit|D. Changpradub|C. Ungthammakhun"
"3136","15/04 12:00","33","P3141","Diego ERDMENGER","2","C","08d. Healthcare-associated pneumonia (incl VAP)","Treatment efficacy and cost analysis of tigecycline- vs meropenem-based regimens for MDR Acinetobacter baumannii pneumonia","A. Rosales|A. Barrios|D. Erdmenger|L. Rodriguez|J. Orozco|S. Aguilar|C. Arango"
"3369","15/04 12:00","34","P3142","Holly JACKSON","2","C","08d. Healthcare-associated pneumonia (incl VAP)","ECRAID's perpetual observational study on ventilator-associated pneumonia (POS-VAP): empirical treatment practices across Europe","H. Jackson|A. Hernandez Padilla|L. Vintcent|A. Barac|D. Garot|O. Cremer|L. Forcelledo|S. Negoita|O. Barraud|S. Harbarth|M. Bonten|B. François|C. Van Werkhoven|M. De Kraker"
"3606","15/04 12:00","35","P3143","Roberta MONARDO","2","C","08d. Healthcare-associated pneumonia (incl VAP)","Impact of targeted treatment on mortality in patients with Stenotrophomonas maltophilia isolation from the respiratory tract: a propensity score-adjusted analysis","R. Monardo|C. Maci|A. Di Napoli|S. Carletti|C. Tassandin|P. Scarpellini|A. Castagna|M. Ripa"
"3628","15/04 12:00","36","P3144","Holly JACKSON","2","C","08d. Healthcare-associated pneumonia (incl VAP)","Trial vs real life definitions: evaluating ventilator-associated pneumonia criteria for VAP diagnosis and cure","A. Hernandez Padilla|H. Jackson|L. Vintcent|A. Barac|D. Garot|O. Cremer|L. Forcelledo|S. Negoita|S. Harbarth|M. Bonten|C. Van Werkhoven|M. De Karker|B. François"
"3708","15/04 12:00","1","P3145","Sean VAN HELDEN","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Clinical use of meropenem-vaborbactam in carbapenem-resistant Enterobacterales or Pseudomonas aeruginosa pneumonia","S. Van Helden|K. Caniff|C. Judd|T. Eubank|K. Garey|W. Kufel|T. Krekel|K. Tan|E. Chandler|J. Aramburo|D. Chatterji|S. Walker|C. Yost|J. Muscat|J. Andrade|J. Cerenzio|R. Karan|M. Veve|M. Rybak"
"4204","15/04 12:00","2","P3146","Nicola DE PASQUALE","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Blind lung ultrasound sweeps: a performant approach to diagnose pneumonia in long-term care facilities","N. De Pasquale|A. Roux|T. Brokowski|J. Wolleb|J. Luder|D. Vu|E. Rubli|T. Bizzozzero|C. Bessat|V. Suttels|M. Hartley|V. Prendki|N. Boillat-Blanco"
"4384","15/04 12:00","3","P3147","Mohammed AL MUSAWA","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Race against time: unraveling the impact of early ceftazidime/avibactam administration","M. Al Musawa|A. Kunz Coyne|C. Judd|K. Lucas|D. Holger|A. Althubyani|C. Slaton|E. Shald|M. Cabanilla|W. Kufel|B. Callan|M. Biagi|C. Jankowski|B. White|K. Molina|R. Mynatt|T. Eubank|C. Rux|C. Deri|R. Wrenn|S. Vandorf|V. Venugopalan|C. Orzol|J. Sassine|K. Caniff|S. Kang-Birken|M. Davis|T. Morrisette|M. Veve|M. Rybak"
"5383","15/04 12:00","4","P3148","Victoria MADIGAN","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Impact of electronic medical record implementation on hospital coding for non-ventilator healthcare-associated pneumonia as a hospital-acquired complication","V. Madigan|E. Kindred|D. Ling"
"5718","15/04 12:00","5","P3149","Marta COLANERI","3","C","08d. Healthcare-associated pneumonia (incl VAP)","VIP-VAP study: ventilator-associated pneumonia, a very invasive peril with high mortality in the ICU","M. Colaneri|M. Offer|G. Tricella|F. Dore|C. Genovese|G. Scaglione|E. Palomba|G. Montrucchio|G. Monti|F. Agostini|A. Gori|S. Finazzi"
"5861","15/04 12:00","6","P3150","Raquel GIRARDELLO","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Impact of oral health on ventilator associated pneumonia incidence in patients hospitalised in intensive care units","A. Palazzi|N. Rocha|K. Russi|M. Assis|F. Marson|L. Mendes|R. Girardello"
"6298","15/04 12:00","7","P3151","Alexia ROUX","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Clinical signs and host inflammatory biomarkers to guide antibiotics among nursing home residents with lower respiratory tract infections","A. Roux|N. De Pasquale|J. Luder|D. Vu|A. Niquille|E. Rubli|T. Bizzozzero|J. Sauser|A. Cassini|E. Glampedakis|T. Snäkä|T. Roger|V. Prendki|N. Boillat-Blanco"
"6870","15/04 12:00","8","P3152","Virve Irene ENNE","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Post hoc analyses of INHALE WP3: clinical outcomes from of a multi-centre RCT (INHALE) testing the utility of rapid multiplex PCR for hospital-acquired and ventilator-associated pneumonia in critical care","S. Stirling|J. Barber|J. High|D. Livermore|V. Gant|V. Enne"
"7129","15/04 12:00","9","P3153","Loïse PIQUEMAL","3","C","08d. Healthcare-associated pneumonia (incl VAP)","Impact of respiratory mPCR FilmArray on deep respiratory samples from patients colonised with extended-spectrum beta-lactamase-producing Enterobacterales","L. Piquemal|S. Lo|J. Dessajan|I. Lolom|M. Doman|E. De Montmollin|L. Bouadma|R. Sonneville|N. Peiffer-Smadja|E. Rondinaud|S. Gera|S. Kernéis|J. Timsit|M. Thy"
"536","15/04 12:00","10","P3154","Se Yoon PARK","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Numerical simulation of contaminant dispersion to prevent airborne infectious disease transmission in hospital wards","S. Park|G. Kim|S. Minki|J. Park"
"570","15/04 12:00","11","P3155","Andrea BÜCHLER","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Retrospective evaluation and proposed follow-up strategy for carriers of carbapenemase-producing Pseudomonas aeruginosa","A. Buchler|C. Haanappel|I. De Goeij|C. Klaassen|M. Vos|A. Voor In 't Holt|J. Severin"
"745","15/04 12:00","12","P3156","María Verónica PAZ","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Carbapenem-resistant Acinetobacter baumannii and Pseudomonas aeruginosa with difficult-to-treat resistance: is it safe to discontinue surveillance?","M. Paz|R. Alzola|L. D'agostino|F. Garibaldi|R. Orellana|M. Paniagua|A. Santillan"
"756","15/04 12:00","13","P3157","Shariful Amin SUMON","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Trends in healthcare-associated infections and antibiotic use in four urban hospitals in Bangladesh: results from a point prevalence assessment","S. Sumon|S. Sarker|G. Harun"
"797","15/04 12:00","14","P3158","Stephen HUGHES","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Utilising culture-based methods to monitor three Irish hospitals for antimicrobial resistant pathogens","S. Hughes|S. Carter|M. O'reilly|M. Gaffney|C. Collins|J. Mccarthy|B. O'brien|N. O'connell|A. Kearney|F. Walsh|S. O'donnell"
"802","15/04 12:00","15","P3159","Antonio GALLARDO-PIZARRO","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Rectal colonisation by multidrug-resistant Gram-negative bacteria identified in a surveillance programme and subsequent bacteraemia in haematologic patients","A. Gallardo-Pizarro|C. Lopera|O. Peyrony|P. Monzo-Gallo|T. Aiello|A. Martinez-Urrea|S. Herrera|A. Del Rio|C. Teijon-Lumbreras|M. Chumbita|C. Jimenez-Vicente|A. Cortes|M. Bodro|C. Pitart|E. Rubio|J. Mensa|A. Soriano|J. Martinez|C. Garcia-Vidal"
"866","15/04 12:00","16","P3160","Andrea BÜCHLER","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Follow-up strategies for carbapenemase-producing Gram-negative carriers are very variable: results from an international scoping survey","A. Buchler|A. Voor In 't Holt|H. Humphreys|J. Severin|M. Vos"
"1039","15/04 12:00","17","P3161","David RODRIGUEZ-TEMPORAL","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Automatic surveillance of Escherichia coli bacteriological strains within clinical settings","R. Rodriguez-Palomo|A. Guerrero-Lopez|C. Sevilla-Salcedo|D. Rodriguez-Temporal|B. Rodriguez-Sanchez|V. Gomez-Verdejo"
"1122","15/04 12:00","18","P3162","Rujipas SIRIJATUPHAT","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prevalence, characteristics, and mortality impact of bacterial superinfection in hospitalided patients with COVID-19 in Thailand","R. Sirijatuphat|K. Aramkul"
"1332","15/04 12:00","19","P3163","Jérôme ORY","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Multidrug-resistant microorganisms and toxigenic Clostridioides difficile: threats in nursing homes?","J. Ory|E. Rodriguez|L. Roux|M. Richardoz|T. Pastre|F. Salipante|C. Garau|J. Lavigne|H. Marchandin|A. Pantel"
"1341","15/04 12:00","20","P3164","Monika CHAUDHARY","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","An explorative analysis on hospital acquired infections in intensive care unit of a tertiary care hospital in LMIC: determining antimicrobial resistance and outcome determinants","D. Kumar|M. Chaudhary|G. Bohra|N. Midha|V. Tak|P. Bhatia|M. Garg"
"1402","15/04 12:00","21","P3165","Giovanni LORENZIN","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","E. faecium: marker of AMR spread and evolution in HAIs: adaptability of a new successful clonality","G. Lorenzin|P. Fassan|M. Sandei|C. Scarparo|A. Casadei"
"1433","15/04 12:00","22","P3166","Dorottya NAGY","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Epidemiological, microbiological, and genomic risk factors for hospital-associated carbapenemase-producing Enterobacterales (CPE) outbreaks: a systematic review","C. Barton-Sargeant|J. Yang|S. Hopkins|A. Walker|W. Matlock|A. Ledda|J. Robotham|S. Lipworth|N. Stoesser|D. Nagy|A. Baker"
"1447","15/04 12:00","23","P3167","Jack POLLARD","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Cost and clinical impact of IPC measures for CPE in hospitals: a cost-effectiveness model","J. Pollard|E. Agnew|D. Pople|T. Whiteley|K. Pouwels|N. Salant|J. Robotham"
"1551","15/04 12:00","24","P3168","Uga DUMPIS","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Molecular epidemiology of carbapenem-resistant Klebsiella pneumoniae in a multi-room general intensive care unit","I. Jansone|I. Drjagunovs|E. Langusa|A. Bistrova|B. Dejus|M. Strods|T. Juhna|J. Kibilds|A. Cirulis|J. Avsejenko|M. Streikisa|L. Labecka|A. Berzins|D. Fridmanis|D. Gudra|A. Roga|E. Liepa|N. Zrelovs|K. Liepina|R. Vangravs|J. Bodrenko|G. Skenders|U. Dumpis"
"1565","15/04 12:00","25","P3169","Jae Lim JO","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Analysis of carbapenem-resistant Enterobacterales (CRE) positive rate in hospital water systems","J. Jo|J. Lee|Y. Lim|E. Kim|J. Jung|Y. Chong"
"1604","15/04 12:00","26","P3170","Dijana VARDA BRKIC","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Specific temporal patterns of bacterial pathogens responsible for healthcare-associated bloodstream infections in the intensive care unit and lack of significant impact on mortality","D. Varda Brkic|L. Kanizaj|Z. Herljevic|R. Radonic|A. Budimir|T. Kulis|I. Marekovic"
"1605","15/04 12:00","27","P3171","Margreet C. VOS","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Predictive value of rectal screening for multidrug-resistant organisms in duodenal fluid as a risk of duodenoscope contamination","K. Van Der Ploeg|S. Renkens|M. Vos|B. Mason-Slingerland|C. Klaassen|H. Rughwani|N. Reddy|S. Veturi|M. Sasikala|M. Bruno|J. Severin|S. Memon"
"1612","15/04 12:00","28","P3172","Margreet C. VOS","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prevalence and risk factors for multidrug-resistant organism carriage in patients undergoing endoscopic retrograde cholangiopancreatography: implications for duodenoscope contamination risk","K. Van Der Ploeg|M. Vos|J. Severin|B. Mason-Slingerland|M. Bruno|H. Rughwani|N. Reddy|S. Veturi|M. Sasikala|S. Memon|A. Repici|M. Spadaccini|M. Colombo|M. Andreozzi|B. Stevens|R. Das|A. Slivka"
"1711","15/04 12:00","29","P3173","Federica MARINO","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Improving microbiological monitoring of hospital surfaces: loop-mediated isothermal amplification (LAMP) as a new approach for rapid nosocomial pathogens detection","F. Marino|C. Bonincontro|L. Girolamini|C. Derelitto|L. Caligaris|S. Paghera|S. Cristino"
"1768","15/04 12:00","30","P3174","Michael EISENMANN","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","External validation of a tool to predict vancomycin-resistant enterococci colonisation persistence","M. Eisenmann|V. Rauschenberger|I. Kafetzis|M. Hofmann-Chittka|M. Krone|C. Böing|S. Kampmeier"
"1793","15/04 12:00","31","P3175","Chiara MINOTTI","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Pool-testing strategies to guide antibiotic resistant colonisation surveillance in European neonatal units","C. Minotti|D. Bräm|A. Cook|M. Berkell|J. Bielicki"
"1899","15/04 12:00","32","P3176","Florence CÔTÉ","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Neglected acquired-resistant or intrinsically-resistant Gram-negative bacteria in nosocomial infections: narrative review of epidemiological characteristics","F. Côté|C. Rodrigues"
"1946","15/04 12:00","33","P3177","Kyaw Zaw LINN","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Results from the 2nd National Point Prevalence Survey (PPS) of healthcare-associated infections (HAIs) among adult patients in Singapore","K. Linn|A. Lim|P. Wu|X. Huan|C. Tay|R. Lin|S. Tan|M. Soon Margaret|L. Sun|S. Pada|K. Thoon|M. Ling|A. Ty|D. Fisher|K. Marimuthu"
"1976","15/04 12:00","34","P3178","Gurkirat KAUR","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Sinks as hidden reservoir for nosocomial infections in critical areas","G. Kaur|M. Biswal|I. Sehgal|M. Kumar H.|N. Sharma|S. Vij"
"2279","15/04 12:00","35","P3179","Carlos KIFFER","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Effect of the COVID-19 pandemic on carbapenem resistance in Gram-negative bacilli: a temporal analysis","T. Rezende|A. Marinonio|D. Costa-Nobre|C. Kiffer"
"2353","15/04 12:00","36","P3180","Domenica FLURY","3","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","National point-prevalence study on healthcare-associated infections and antibiotic consumption in Swiss long-term care facilities","D. Flury|N. Bloch|C. Gardiol|E. Glampedakis|F. Grässli|S. Kessler|J. Kuhn|S. Kuster|V. Piezzi|T. Kudrovsky|P. Kohler"
"2356","15/04 12:00","1","P3181","Nur Syaza Iwani BINTE HAIDI FITRI","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Comparison of skin swabs and stool samples for carbapenemase gene detection","N. Binte Haidi Fitri|J. Lee|Z. Tan|K. Linn|X. Huan|K. Govindaraju|M. Foo|I. Bin Sazali|J. Chua|H. Koh|S. Tan|N. Smitasin|S. Ooi|T. Tan|M. Ling|S. Vasoo|P. Tambyah|O. Ng|K. Marimuthu"
"2359","15/04 12:00","2","P3182","Shiomi YOSHIDA","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Indirect transmission of Mycobacterium abscessus subsp. massiliense associated with dry fomites between severely disabled patients under tracheostomy management","S. Yoshida|S. Mitarai|K. Takemoto|S. Nakamura|Y. Matsumoto|T. Arai|T. Kobayashi|Y. Kurahara|Y. Tanaka|K. Tsuyuguchi"
"2360","15/04 12:00","3","P3183","Haiqun BAN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Contamination and control of environmental surfaces and personal protective equipments in dental clinics: a multi-centre study","J. Ding|M. Huang|Y. Shen|H. Ban|Y. Yang|E. Lu"
"2365","15/04 12:00","4","P3184","Aleece MACPHAIL","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Epidemiology of hospital acquired bloodstream infections in haemato-oncology units","A. Macphail|M. Chraiti|A. Nguyen|G. Catho|M. Zanella|V. Camus|L. Fortchantre|S. Masouridi-Levrat|D. Neofytos|Z. Mcquilten|S. Harbarth|N. Buetti"
"2372","15/04 12:00","5","P3185","Anne MUTSAERS- VAN OUDHEUSDEN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Methicillin-resistant Staphylococcus aureus (MRSA) among healthcare workers (HCWs) in contact tracings in two Dutch teaching hospitals, 2017-2023, prevalence and genetic relatedness","A. Mutsaers-Van Oudheusden|V. Weterings|M. Van Rijen|W. Van Den Bijllaardt|J. Tjhie|J. Murk|J. Verweij|J. Stohr"
"2478","15/04 12:00","6","P3186","Lieven VAN DER VELDEN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","An automated surveillance system for hospital-onset bacteraemia (HOB) in a Dutch teaching hospital","E. Ruijters|A. Dirks|F. Stals|L. van der Velden"
"2519","15/04 12:00","7","P3187","Elena HIDALGO CARDEÑOSO","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Water systems as a source of colonisation and infection with multidrug-resistant Pseudomonas aeruginosa in ICU patients","I. Alia-Robledo|Á. Iniesta-Martinez|A. Miján-Pérez|B. Fernández-Pacheco González De Echavarri|M. Sayalero-Martin|J. Oteo-Iglesias|D. Arana|E. Hidalgo-Cardenoso|M. Pérez-Vázquez"
"2634","15/04 12:00","8","P3188","Esther SIB","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Genomic evolution of Pseudomonas aeruginosa: a One Health longitudinal analysis in Germany, 2012-2023","E. Sib|A. Bari|S. Engelhart|B. Xavier|A. Voss|J. Rossen|N. Mutters"
"2665","15/04 12:00","9","P3189","Rosslyn MAYBANK","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Effect of foaming bleach treatment and staff training on the incidence of Pseudomonas aeruginosa hospital-acquired infections","M. Lindsay|M. Bint|A. Powell|T. Luo|Y. Kwak|A. Ong|R. Maybank|P. Mc Gann"
"499","15/04 12:00",,"P3190","Ronza NAJJAR-DEBBINY",,,"08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Evaluating decontamination interventions to control CPE transmission from sinks: a retrospective analysis","R. Najjar-Debbiny|R. Abdo|R. Yasin|M. Amar|A. Arbel|S. Shehade|O. Saleh|P. Shaked|G. Weber"
"2872","15/04 12:00","11","P3191","Ferenc Darius RUETHER","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Feasibility of automated surveillance of healthcare-associated infections in European hospitals","F. Ruether|M. Guedes|M. Van Mourik|E. Presterl|D. Plachouras|C. Suetens|S. Van Rooden"
"2918","15/04 12:00","12","P3192","Jordan CHASE","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Economic evaluation of PCR screening for MRSA in hospital settings","H. Folse|A. Pisent|K. Winter|C. Martinaud|J. Chase"
"3002","15/04 12:00","13","P3193","Vasin VASIKASIN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Quantifying the effects of different antibiotics on the emergence of carbapenem-resistant organisms through deep learning on a 12-year university hospital database","V. Vasikasin|D. Ming|B. Hernandez-Perez|N. Zhu|W. Nasomsong|A. Myall|A. Holmes|T. Rawson"
"3014","15/04 12:00","14","P3194","Ben ALFORD","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Monitoring antimicrobial resistance in care homes through wastewater surveillance: a scoping review","B. Alford|C. Hughes|D. Gilpin|J. Mcgrath"
"3216","15/04 12:00","15","P3195","Spyros POURNARAS","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Rising prevalence of carbapenem-resistant organisms (CRO) and vancomycin-resistant Enterococci (VRE) rectal carriage at a Greek university hospital","P. Karakosta|K. Thomas|P. Georgiou|A. Tarpatzi|S. Damianidou|E. Kalogeropoulou|A. Vasilakopoulou|S. Louka|G. Baziotis|O. Koutsopetra|A. Demetriou|I. Kouva|M. Kostoula|I. Kliani|M. Tsakona|E. Poulianou|E. Parlitsi|I. Tzolas|N. Frantzi|S. Karanikolas|P. Kazakou|D. Kavatha|A. Papadopoulos|S. Tsiodras|S. Pournaras|M. Vargiami"
"3257","15/04 12:00","16","P3196","Cristina MAGNABOSCO","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","The role of national surveillance in reducing healthcare-associated infections: a European analysis","C. Magnabosco|J. Garlasco|K. Odoj|F. Manco|M. Pezzani|F. Arieti|E. Addis|O. Awwad|E. Tacconelli|D. Ortiz"
"3314","15/04 12:00","17","P3197","Spyros POURNARAS","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Screening rectal swabs for carbapenemase genes in the emergency department: the role of active surveillance at admission in controlling nosocomial transmission","P. Karakosta|P. Georgiou|P. Kazakou|G. Baziotis|S. Louka|O. Koutsopetra|A. Demetriou|E. Kalogeropoulou|A. Tarpatzi|A. Vasilakopoulou|S. Damianidou|P. Tsilikis|A. Spiliopoulou|I. Kliani|M. Kostoula|M. Tsakona|E. Poulianou|K. Thomas|D. Kavatha|A. Papadopoulos|S. Tsiodras|S. Pournaras|S. Grigoropoulou|M. Siopi"
"3671","15/04 12:00","18","P3198","Miriam LATORRE-MILLÁN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Comparative study on SARS-CoV-2, influenza and RSV circulation in hospital healthcare workers, hospital patients, and sentinel network","M. Latorre-Millán|L. Clusa|A. Tristancho-Baro|D. Martinez|M. Alejandre|I. Ezpeleta|N. Terren|A. Milagro"
"3700","15/04 12:00","19","P3199","Esther CALBO SEBASTIÁN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Validation of a semiautomated surveillance system for spinal arthrodesis infections","A. Domingo Casino|C. Porta Naharro|L. Boix Palop|O. Monistrol Ruano|S. Álvarez Viciana|E. Calbo|M. Lopez Sanchez"
"3701","15/04 12:00","20","P3200","Céline SAKR","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Transmission pathways and ability of Stenotrophomonas maltophilia in the hospital environment: experience from a French university hospital","C. Sakr|M. Darty-Mercier|M. Danjean|F. Cizeau|D. Ducellier|S. Romano-Bertrand|J. Decousser"
"3702","15/04 12:00","21","P3201","Jade Leigh VAN RHEENEN","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Is adiabatic humidification a safe alternative for current humidification systems in hospitals?","J. Van Rheenen|A. Voor In 't Holt|J. Severin|B. Mason-Slingerland|J. Immerzeel|R. Van Mansfeld|J. Van Der Vossen|K. Kompatscher|R. Traversari|W. De Groot"
"3726","15/04 12:00","22","P3202","Anna NIKOPOULOU","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Strict compliance with the protocols and sustained surveillance of Candida auris can prevent the colonisation of the hospital","A. Nikopoulou|P. Skalisti|A. Veleni|S. Tselenkidou|G. Papatzikas|S. Gkiti|H. Katsifa|D. Sotiropoulos"
"3776","15/04 12:00","23","P3203","Yueqin HONG","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Prospective surveillance on MRSA colonisation in a new ICU of a tertiary teaching hospital: exploring origins and transmission dynamics","Y. Hong|Y. Chen"
"3983","15/04 12:00","24","P3204","Merve MERT VAHABI","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","As one pandemic ends and another emerges: a sepsis point prevalence study in a tertiary care hospital","M. Mert Vahabi|O. Acet|S. Dirik|B. Kenanoglu|B. Özkara|D. Akdag|H. Erdem|O. Sipahi|B. Arda"
"4009","15/04 12:00","25","P3205","Arthur PRANADA","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Evaluation of Fourier-transform infrared spectroscopy (FTIR) for regular screening and monitoring of Gram-negative bacilli in two neonatal intensive care units","C. Hess|M. Cordovana|A. Pranada"
"4067","15/04 12:00","26","P3206","Zizheng ZHANG","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Predicting mortality in the next 24-hours in hospital patients using machine learning and electronic health records","Z. Zhang|A. Walker|D. Eyre"
"4093","15/04 12:00","27","P3207","Geetha NAGARAJ","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Decade-long surveillance for Klebsiella pneumoniae reveals carbapenem-resistant hypervirulent superbugs with highly transmissible plasmid in India","N. Geetha|V. Shamanna|R. Kl"
"4152","15/04 12:00","28","P3208","Vittoria MATTIONI MARCHETTI","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Genetic plurality of carbapenemases-producing Citrobacter spp. in central Italy: a three-year of persistent nosocomial circulation","V. Mattioni Marchetti|I. Bitar|I. Venturelli|T. Cassetti|M. Meschiari|M. Sarti|R. Migliavacca"
"4161","15/04 12:00","29","P3209","Katherine DEVER","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","whole-genome sequence analysis of environmental and healthcare associated Pseudomonas aeruginosa","K. Dever|E. Brown|G. Rothwell-Kelly|C. Herra|K. Schaffer"
"4230","15/04 12:00","30","P3210","Laura CZEKSTER ANTOCHEVIS","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Emergence of CC5-ST105-SCCmecII methicillin-resistant Staphylococcus aureus in healthcare-associated bloodstream infections in Brazil: results from the ASCENSION study","L. Antochevis|D. Castro|C. Wilhelm|P. Barth|J. Santos|L. Lutz|L. Sudbrack|L. Guimaraes|J. Telles|R. Leao|A. Coelho|A. Martins|V. Rocha|E. Mendes|A. Barth|A. Zavascki"
"4294","15/04 12:00","31","P3211","Rozemarijn ROERINK","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Innovative dashboard for early detection of outbreaks in the neonatal intensive care unit (NICU)","R. Roerink|M. Van Dams|M. Van Den Bos-Kromhout|E. D' Haens|M. Hemels|M. Juurlink|S. Debast"
"4363","15/04 12:00","32","P3212","Vera BLASCHKE","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","From the gut to the blood: comparative analysis of clinical vancomycin-resistant Enterococcus faecium (VREfm) in colonisation and infection","S. Kampmeier|V. Blaschke|V. Rauschenberger"
"4429","15/04 12:00","33","P3213","Aislinn COOK","4","C","08e. Hospital epidemiology, transmission, surveillance & screening (incl. hospital environment)","Risk factors for resistant bacterial colonisation in 24 European neonatal units in the NeoIPC project","A. Cook|M. Berkell|S. Malhotra|J. Bielicki"
