id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
5206,PS047,5164,"Development and evaluation of simple molecular methods for the distinction of the newly emerging dermatophyte Trichophyton indotineae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shima ABOUTALEBIAN","Islamic Republic Of"
5207,PS047,5164,"Pentraxin-3 as a novel prognostic biomarker in nonneutropaenic invasive pulmonary aspergillosis patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xin SU",China
5208,PS047,5164,"Comparative analysis of chemiluminescence immunoassay (CLIA)-based tests in the diagnosis of invasive aspergillosis in patients with heamatologic malignancies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ayse KALKANCI",Türkiye
5209,PS047,5164,"Optimisation of C.auris culture: the influence of temperature, enrichment broth and chromogenic agar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Monique WETZELS-VRANCKEN",Netherlands
5210,PS047,5164,"Real-time application of ITS and D1-D3 nanopore amplicon metagenomic sequencing in fungal infections: enhancing fungal infection diagnostics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kon CHU","Republic Of"
5211,PS047,5164,"Comparison of two Aspergillus galactomannan detection tests: platelia galactomannan and virclia galactomannan mono test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ioanna MARINOU",Greece
5212,PS047,5164,"Development and validation of a TaqMan-based real-time PCR assay for direct detection of Trichosporon asahii in spiked blood culture bottles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Elaine Cristina FRANCISCO",Brazil
5213,PS047,5164,"Clinical evaluation of a novel qPCR assay for the detection of dermatophyte fungi and Candida albicans in skin and nail material",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Miguel FERNÁNDEZ-HUERTA",Spain
5214,PS047,5164,"Usefulness of sequence-based identification methods for differentiating clade II and non-clade II Candida auris isolates from Korean hospitals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jong Hee SHIN","Republic Of"
5215,PS047,5164,"Sequential serum galactomannan as predictive response marker for invasive aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jannik STEMLER",Germany
5216,PS047,5164,"Verification of a new enrichment broth and two chromogenic agars for the identification of Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dina OULKADI",Belgium
5217,PS047,5164,"Aspergillus IgG antibodies in diagnosing pulmonary aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tingting WANG",China
5218,PS047,5164,"Diagnostic value of combined detection of BDG assay and GM assay in invasive aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zeqi ZHOU",China
5219,PS047,5164,"A novel multiplex Aspergillus PCR assay for detection of of invasive aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zeqi ZHOU",China
5220,PS047,5164,"Accuracy and actionability of mold PCR panel on bronchoalveolar lavage for the diagnosis of invasive mold disease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Koray DEMIR","United States"
5221,PS047,5164,"A novel multiplex real-time quantitative PCR detecting system approach for detection of Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zeqi ZHOU",China
5222,PS047,5164,"Prospective national multicentre study to determine the usefulness of 18-FDG-PET-TC for the management of invasive fungal infection (PETIFI project)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ana FERNÁNDEZ-CRUZ",Spain
5223,PS047,5164,"Efficient lateral flow assay for rapid sporothricosis diagnostic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hervé BOUTAL",France
5224,PS047,5164,"Use of MT-PCR (multiplex tandem) in dermatomycosis diagnostic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Enrico FURCHI",Italy
5225,PS047,5164,"Enhancing molecular detection of Candida auris through broth media enrichment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chiara SENTI",Italy
5226,PS047,5164,"Is a good KOH Calcoflour white microscopic examination sufficient for diagnosis of mucormycosis in a resource limited setting instead of an expensive real time PCR assay?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Priyadarshini PADAKI",India
5227,PS048,NULL,"06d. Antifungal susceptibility testing & resistance (incl surveillance, mechanisms)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5228,PS048,5227,"Declining azole susceptibility in candida parapsilosis: a ten-year analysis of US blood culture isolates, 2015-2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jack MCHUGH","United States"
5229,PS048,5227,"P-bromodomiphen bromide potentiates conventional antifungal activity against Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Francesca TRIVA",Italy
5230,PS048,5227,"In vitro activitiy of rezafungin in comparison with anidulafungin and caspofungin against invasive fungal isolates in China, 2017-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wenjuan WU",China
5231,PS048,5227,"Activity of the new antifungal oteseconazole against Pichia kudriavzevii clinical isolates from invasive fungal infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Isaac ALONSO GARCIA",Spain
5232,PS048,5227,"First report of fluconazole-resistant Candida parapsilosis harbouring the G438S ERG11p substitution in a Brazilian hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pilar ESCRIBANO",Spain
5233,PS048,5227,"Fungal colonisation, resistance, and invasive infections in spanish ICUs: findings from 22 centres",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laura ALGUACIL CUÉLLAR",Spain
5234,PS048,5227,"Study of Tac1a and Tac1b in azole resistance in Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Camille MARCHETTI",Switzerland
5235,PS048,5227,"Spread of Y132F fluconazole-resistant C. parapsilosis genotypes causing candidemia in patients admitted to a tertiary hospital in Genoa, Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Teresa CARRASCO GIL",Spain
5236,PS048,5227,"Antifungal resistance surveillance: insights from a multicentre survey",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alexandre ALANIO",France
5237,PS048,5227,"Understanding multiazole resistance in Aspergillus fumigatus: the impact of non-cyp51A mutation and efflux pump overexpression",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pooja SEN",India
5238,PS048,5227,"Photodynamic inactivation and the paucity of the antifungal arsenal against oral fluconazole-resistant non-Candida albicans Candida species",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucia CERNÁKOVÁ",Slovakia
5239,PS048,5227,"The new triterpenoid antifungal SCY-247 retained activity against most echinocandin- and fluconazole-resistant Candida spp isolates: reduced susceptibility in C. glabrata isolates showing substitutions at the first amino acid in hotspot 1 FKS2 gene",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jesus GUINEA",Spain
5240,PS048,5227,"In vitro activity of rezafungin against antifungal-resistant Candida spp isolates: loss of activity against C. glabrata isolates harbouring S663 and delF659 substitutions",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Celia SÁNCHEZ-MARTÍNEZ",Spain
5241,PS048,5227,"Unlocking the fungicidal activity of triazoles against Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laura DOORLEY","United States"
5242,PS048,5227,"Fluconazole heteroresistance in Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Erganis SIDRE",Türkiye
5243,PS048,5227,"Investigation of expression levels of 14-alpha lanosterol demethylase gene (ERG11) and efflux pump-encoding genes (CDR1, CDR2, and MDR1) in C. albicans isolates with decreased susceptibility to azoles from vaginal cultures",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ayse BARIS",Türkiye
5244,PS048,5227,"Evaluation of rezafungin on the thermo scientific sensititre YeastOne panel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dylan STAATS","United States"
5245,PS048,5227,"In vitro antagonism between voriconazole and olorofim against 30 clinical strains of Aspergillus fumigatus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Illan LALOUM",France
5246,PS048,5227,"Optimising the screening method for fluconazole-resistant Candida parapsilosis with chromogenic media",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nazaret BETANZOS GUTIERREZ",Spain
5247,PS048,5227,"Antifungal susceptibility profile of Aspergillus species isolated from 2019 to 2024 in a tertiary care hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maddalena ALBERTINI",Italy
5248,PS048,5227,"Cladophialophora bantiana: first insights into susceptibility patterns and whole-genome sequencing analysis of a clinical case",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kathrin SPETTEL",Austria
5249,PS048,5227,"DBRMC: database for resistance mutations in Candida",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Richard KRIZ",Austria
5250,PS048,5227,"Effect of rezafungin against biofilm of Candida parapsilosis fluconazole-resistant isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Elizabeth ISKANDAR",Italy
5251,PS048,5227,"Prospective single centre surveillance of clinically isolated azole-resistant Aspergillus fumigatus in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yasuhiro TSUCHIDO",Japan
5252,PS048,5227,"Identification of antifungal resistance mechanisms in the Tardiomyces genus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bram SPRUIJTENBURG",Netherlands
5253,PS048,5227,"Resistance profiles of Candida auris strains in Cluj-Napoca, Romania: a minireview",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Teodora SHERBAN",Romania
5254,PS048,5227,"ECMM-Candida IV: a worldwide study on antifungal tolerance, resistance, and clinical outcomes in candidemia caused by non-albicans Candida species",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stella WOLFGRUBER",Austria
5255,PS048,5227,"Characteristics of Candida auris colonized in different sites of the same patient",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zitong PAN",China
5256,PS048,5227,"Novel rapid antifungal susceptibility testing system for yeasts based on fast cell growth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zeqi ZHOU",China
5257,PS048,5227,"Echinocandin susceptibility patterns and genetic changes in nonsusceptible Candida glabrata with non-hotspot FKS alterations",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Marisa WINKLER","United States"
5258,PS048,5227,"Antifungal susceptibility patterns and genomic mutations in Candida glabrata isolates from patients with candidemia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eloy ORDAYA","United States"
5259,PS048,5227,"Activity of manogepix against a worldwide collection of yeast isolates from 2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Marisa WINKLER","United States"
5260,PS048,5227,"Rapid antifungal susceptibility testing direct from positive blood culture",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ken BABCOCK","United States"
5261,PS048,5227,"Copy number variants (CNVs) at chromosome 3 as azole resistance mechanisms additional to ERG11p substitutions in azole-resistant Candida parapsilosis isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pilar ESCRIBANO",Spain
5262,PS048,5227,"Biocide, antifungal susceptibilities and virulence characteristics of Clade 1 Candida auris strains",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ayse KALKANCI",Türkiye
5263,PS048,5227,"Trends of azole-resistant Aspergillus fumigatus susceptibility over more than one decade from a German ECMM excellence centre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hedda Luise VERHASSELT",Germany
5264,PS048,5227,"whole-genome sequencing of Candida glabrata and Candida albicans for detection of resistance mutations against echinocandins",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fanny WEGNER",Switzerland
5265,PS048,5227,"Revolutionising the fight against fungi with clinically relevant in silico tools for fungal drug resistance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aakriti JAIN",India
5266,PS048,5227,"Antifungal susceptibility testing of SCY-247 against contemporary clinical yeast isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Luis OSTROSKY-ZEICHNER","United States"
5267,PS048,5227,"Antifungal susceptibility profiles of Cryptococcus neoformans isolates from Czech Republic: a 20-year surveillance study, 2002-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Radim DOBIAS","Czech Republic"
5268,PS048,5227,"Phylogenomics reveals patterns of azole activity against Aspergillus section Nigri clinical isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mariana CASTANHEIRA","United States"
5269,PS048,5227,"Azole-resistant Aspergillus fumigatus in people with cystic fibrosis with lung transplantation: susceptibility patterns and molecular epidemiology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ulrike SCHARMANN",Germany
5270,PS048,5227,"Fluconazole-nonsusceptible Candida tropicalis bloodstream isolates in South Korea, 2003–2024: resistance mechanisms and genetic relatedness",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Soo Bin LEE","Republic Of"
5271,PS048,5227,"Isavuconazole MIC determination: comparative evaluation of a new gradient strip to the EUCAST E.DEF 9.4 BMD on 110 Aspergillus isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Veronique SAUVONNET",France
5272,PS048,5227,"Rapid vs standard susceptibility testing to echinocandins: is RAST for antifungal agents possible?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucía GÓMEZ BARRAL",Spain
5273,PS048,5227,"In vitro susceptibility testing of rare moulds "RaMo Study": an ECMM-EC/EFISG/ECMM/ISHAM initiative",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lisa HAHN",Austria
5274,PS048,5227,"The susceptibility of Meyerozyma guilliermondii and Kluyveromyces marxianus to manogepix and other antifungal drugs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aleksandra GÓRZYNSKA",Poland
5275,PS048,5227,"National survey on azole-resistant clinical Aspergillus fumigatus collected in 2023: environmentally generated azole-resistant isolates (TR34-L98H and TR46-Y121F-T289A substitutions) are expanding across Spain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jesus GUINEA",Spain
5276,PS048,5227,"New insights into antifungal susceptibility testing on Sporothrix brasiliensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carolina DO PRADO",Brazil
5277,PS048,5227,"A guanidine-functionalised anthranilamide peptidomimetic RK758 targets Candidozyma auris: integrative mechanistic insights from morphology to transcriptomics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shyam Kumar MISHRA BAISHNAB",Australia
5278,PS049,NULL,"06e. Antifungal drugs & treatment (incl pre-clinical studies and clinical trials)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5279,PS049,5278,"Effectiveness and safety of echinocandins combination therapy with the standard of care compared to the standard of care monotherapy for the treatment of invasive aspergillosis infection: a meta-analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yazed ALSOWAIDA","Saudi Arabia"
5280,PS049,5278,"Potent and broad-spectrum antifungal activity of 6-alpha-(3'-methoxy-4'-hydroxybenzoyl)-lup-20(29)-ene-3-one, a triterpenoid from Paullinia pinnata",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Benjamin Kingsley HARLEY",Ghana
5281,PS049,5278,"Manogepix and amphotericin B combination is synergistic against Candida glabrata as evidenced by a new pharmacodynamic-modelling approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vincent ARANZANA-CLIMENT",France
5282,PS049,5278,"Fluconazole-resistant Candida urinary tract infections: rare but difficult to manage",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Emma OLIOSI",France
5283,PS049,5278,"Isavuconazole comparison with other azoles regarding CYP3A-based drug-drug interactions in combination with ibrutinib, venetoclax, or midostaurin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Theunis GOOSEN","United States"
5284,PS049,5278,"Antifungal alternatives to itraconazole for the treatment of histoplasmosis: a multicentre retrospective study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Frédégonde ABOUT","French Guiana"
5285,PS049,5278,"In-vitro investigation of the gold nanoparticles efficiency in the treatment of multidrug-resistant Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pelinsu ARMUTCUOGLU",Türkiye
5286,PS049,5278,"Cytotoxicity and antifungal activity of Felimare lajensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Natalia IORIO",Brazil
5287,PS049,5278,"Posaconazole tablets in preventing invasive fungal diseases in patients with end-stage liver disease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tianyan CHEN",China
5288,PS049,5278,"Collateral sensitivity counteracts the evolution of antifungal drug resistance in Candida auris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Patrick VAN DIJCK",Belgium
5289,PS049,5278,"SCY-247, a novel second-generation IV/oral triterpenoid antifungal, demonstrates in vitro activity against C. auris including the majority of strains exhibiting high MICs for echinocandins",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eelco F.J. MEIJER",Netherlands
5290,PS049,5278,"Assessment of in vitro activity of the new triterpenoid antifungal, SCY-247, against a collection of yeasts causing fungaemia in patients admitted to a tertiary hospital in Madrid from 2014 to 2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jesus GUINEA",Spain
5291,PS049,5278,"Evaluation of posaconazole therapeutic drug monitoring for anti-fungal prophylaxis in patients with a heamatological malignancy: a tertiary referral centre's experience",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ashok AADITH",Australia
5292,PS049,5278,"Mold-active therapy in critically ill patients from 2008 to 2023 in a tertiary care hospital in Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dominic WICHMANN",Germany
5293,PS049,5278,"Clinical outcome of different treatments in patients with vulvovaginal candidiasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vasiliki KROUSTALI",Greece
5294,PS049,5278,"Tolerability and pharmacological monitoring of voriconazole and isavuconazole in chronic pulmonary aspergillosis: a real-world comparison",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Federico FAMA",Italy
5295,PS049,5278,"Fluconazole pharmacodynamics against Candidozyma auris isolates in an in vitro pharmacokinetic/pharmacodynamic model",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria-Ioanna BEREDAKI",Greece
5296,PS049,5278,"Inhibition of tumor necrosis factor-alpha production by azole antifungal agents",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ippei SAKAMAKI",Japan
5297,PS049,5278,"Isavuconazole pharmacokinetics in critically ill patients with acute-on-chronic liver failure and continuous haemodialysis: an observational study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Emily BEHRENS",Germany
5298,PS049,5278,"A survey on candidemia management in Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ilana REINHOLD",Germany
5299,PS049,5278,"ASLdC3 elevates mitochondrial dysfunction by impeding the central carbon metabolism to inhibit yeast-to-hyphae transition in Candida albicans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yachna KUMARI",India
5300,PS049,5278,"Deciphering connections between isavuconazole (ISAV) drug exposures and responses among different infections: Mucorales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laura KOVANDA","United States"
5301,PS049,5278,"Real-world dataset demonstrates favorable safety profile of liposomal amphotericin B for the treatment of invasive aspergillosis in high-risk haemato-oncology patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Johan MAERTENS",
5302,PS049,5278,"Antifungal treatment regimens as primary therapy for invasive aspergillosis: a systematic review and network meta-analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dayu CHEN",China
5303,PS049,5278,"Healthcare resource utilisation, all-cause treatment costs, and mortality in patients with malignancies that develop invasive aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Craig COLEMAN","United States"
5304,PS049,5278,"Retrospective, multicentre study of the renal safety of liposomal amphotericin B in critically ill with invasive pulmonary aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Borja SUBERVIOLA",Spain
5305,PS049,5278,"Azole-loaded mucosomes: a hopeful approach to fight Candida albicans in mucosal infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giuliana BANCHE",Italy
5306,PS049,5278,"Real-world experience with rezafungin: a novel long-acting echinocandin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucinda VAN ANGLEN","United States"
5307,PS049,5278,"Safety and pharmacokinetics of SF001, a next-generation polyene antifungal, following single and multiple doses in healthy adults",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kieren MARR","United States"
5308,PS049,5278,"Deciphering connections between Isavuconazole (ISAV) drug exposures and responses among different infections: dimorphic fungi/mould/other filamentous fungi and mixed infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Amit DESAI","United States"
5309,PS049,5278,"Availability of antifungals in low- and middle-income countries: updating the maps",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stella WOLFGRUBER",Austria
5310,PS049,5278,"Deciphering connections between isavuconazole (ISAV) drug exposures and responses among different infections: invasive candidiasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laura KOVANDA","United States"
5311,PS049,5278,"Evaluation of the compliance of the antifungal treatment approach with the recommendations in current international guidelines in patients with invasive candida infection or candida colonisation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zarifa ORTA",Türkiye
5312,PS049,5278,"A study on intensive care unit invasive fungal stewardship (IFS) cognition and clinical practice among ICU physicians in Sichuan province",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lingai PAN",China
5313,PS049,5278,"Old friends, new foes: explorative assessment of the potential drug-drug interaction between metamizole and mold-active azoles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dorian VANNESTE",Belgium
5314,PS049,5278,"Study design: Phase 2, multicentre, open-label, randomised, active-controlled trial to evaluate the efficacy and safety of rezafungin adjunctive therapy in HIV-associated Pneumocystis jirovecii pneumonia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sean WASSERMAN","United Kingdom"
5315,PS049,5278,"Clinical outcomes with rezafungin or caspofungin in adults with invasive infections due to  non-albicans Candida: pooled analysis from STRIVE and ReSTORE trials (including extension phase data)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Oliver A. CORNELY",Germany
5316,PS049,5278,"Implementation of antifungal stewardship rounds at a large teaching hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Navjeet NAGI","United Kingdom"
5317,PS049,5278,"Isavuconazole therapeutic drug monitoring and dosage adjustments",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sara COBO SACRISTÁN",Spain
5318,PS050,NULL,"07a. Fundamental parasitology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5319,PS050,5318,"Hookworm modulated immune responses to bystander antigens among adults in endemic rural communities in southern India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ramya MADHAVAN",India
5320,PS050,5318,"Advancing blastocystis research through a One Health approach: insights from a COST action",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anja GODFREY","United Kingdom"
5321,PS050,5318,"Bulk and single-cell transcriptome profiling revealed dynamic pathological changes of granulomatous amebic encephalitis caused by Balamuthia mandrillaris: a cohort study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jingjia ZHANG",China
5322,PS050,5318,"Evaluation of natural killer cell exhaustion markers in the peripheral blood of hydatid cyst patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Soodeh GHADIMI","Islamic Republic Of"
5323,PS050,5318,"Emsb microsatellites analysis of Echinococcus multilocularis specimens isolated from Belgian patients with alveolar echinococcosis and host animals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sabrina EGREK",Belgium
5324,PS050,5318,"Spatiotemporal transcriptomic profiling reveals the dynamic immunological landscape of alveolar echinococcosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zhihua OU",China
5325,PS050,5318,"Single-cell analysis of gene expression in a pathogenic strain of Entamoeba species",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hiroshi TACHIBANA",Japan
5326,PS050,5318,"Evaluation of natural killer cell frequency and exhaustion markers in the peripheral blood of patients with cutaneous leishmaniasis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mohammadreza SHAFIEI","Islamic Republic Of"
5327,PS050,5318,"Stage-specific immune response to AgB T-peptides in patients with cystic echinococcosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Settimia SBARRA",Italy
5328,PS050,5318,"Prevalence of parasites in three-spot gourami (Trichopodus trichopterus) from natural water sources in Khlong 7, Thanyaburi district, Pathum Thani province",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Surachai TECHAOEI",Thailand
5329,PS051,NULL,"07b. Parasitic disease epidemiology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5330,PS051,5329,"Presence of Wolbachia bacteria in Mansonella perstans isolates from migrants of different geographical origin: a pilot study from the ESCMID study group on clinical parasitology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Francesca TAMAROZZI",Italy
5331,PS051,5329,"D-dimer as a marker of severe disease in imported P. falciparum malaria: a retrospective observational study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrea POLONI",Italy
5332,PS051,5329,"Optimisation of PCR-based detection of Wolbachia bacterial strains in Anopheles malaria vectors in the field",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Isabel HUGHES","United Kingdom"
5333,PS051,5329,"Visceral leishmaniasis and lymphatic filariasis co-endemicity in Bihar, India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sundaram PANDEY",India
5334,PS051,5329,"Unveiling Ehrlichia canis: genetic diversity, population structure, and haplotype variations of an emerging zoonotic pathogen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anil Kumar NEHRA",India
5335,PS051,5329,"Visceral leishmaniasis among children and adults in a Tunisian hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meriem ABDELJELIL",Tunisia
5336,PS051,5329,"Epidemiological investigation of a malaria outbreak in overseas deployment units in 2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Suryeong GO","Republic Of"
5337,PS051,5329,"Prevalence and molecular typing of the parasite Dientamoeba fragilis in patients from two hospitals in the Czech Republic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jolana HAVLOVÁ","Czech Republic"
5338,PS051,5329,"Unveiling the molecular diversity of Leishmania infantum in human tegumentary leishmaniasis: evidence from Italy and Spain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tommaso GRITTI",Italy
