Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Saturday,1:45 PM - 3:00 PM,403 B,,,,256 - Vaccines and Their Impact,,,,,,,"['Adult ID', 'Pediatric ID', 'Investigative ID']","[{'title': 'Pia Pannaraj, MD, MPH', 'affiliation': 'Professor University of California San Diego'}, {'title': 'Kathryn Edwards, MD', 'affiliation': 'Professor of Pediatrics Emerita Vanderbilt University Medical Center Nashville, TN, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Saturday,1:45 PM - 3:00 PM,Petree D,,,,257 - Afternoon Delight: Challenging HIV and STI Co-Infection Cases,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Candice McNeil, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor Wake Forest School of Medicine Winston Salem, NC, United States'}, {'title': 'Kevin Ard, MD, MPH (he/him/his)', 'affiliation': 'Director, Sexual Health Clinic Massachusetts General Hospital'}, {'title': 'Colleen Kelley, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Decatur, GA, United States'}, {'title': 'Bradley Stoner, MD, PhD', 'affiliation': 'Director, Division of STD Prevention Anthropology Centers for Disease Control and Prevention (CDC) Atlanta, GA, United States'}, {'title': 'Teresa Batteiger, MD, MS (she/her/hers)', 'affiliation': 'Assistant Professor of Clinical Medicine Indiana University School of Medicine Indianapolis, IN, United States'}, {'title': 'Irene Stafford, MD, MS (she/her/hers)', 'affiliation': 'Associate Professor The University of Texas Health Science Center/McGovern Medical School Houston, TX, United States'}, {'title': 'Joseph Cherabie, MD, MSc (they/them/theirs)', 'affiliation': 'Assistant Professor Washington University St. Louis Saint Louis, MO, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Candice J. McNeil, MD, MPH:  No relevant disclosure to display', 'Kevin Ard, MD, MPH:  No relevant disclosure to display', 'Colleen F. Kelley, MD, MPH:  No relevant disclosure to display', 'Bradley Stoner, MD, PhD:  No financial relationships to disclose', 'Teresa Batteiger, MD, MS:  No financial relationships to disclose', 'Irene Stafford, MD, MS:  No financial relationships to disclose', 'Joseph Cherabie, MD, MSc:  No relevant disclosure to display']"
Saturday,3:00 PM - 3:30 PM,NextGen ID Lounge (Hall K Foyer),,,,"IDBugCrawl: VIP Talk with Jeanne Marrazzo, MD, MPH",,,,,,,"['IDBugCrawl', 'Trainee']",[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Saturday,3:15 PM - 4:30 PM,Petree C,,,,258 - Advancing the Management of Pediatric Community-Acquired Pneumonia,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Angela Campbell, MD, MPH', 'affiliation': 'Medical Officer Coronavirus and Other Respiratory Viruses Division Centers for Disease Control and Prevention Atlanta, GA, United States'}, {'title': 'Lilliam Ambroggio, PhD (she/her/hers)', 'affiliation': ""Associate Professor of Pediatrics Children's Hospital Colorado Aurora, CO, United States""}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lilliam Ambroggio, PhD:  No relevant disclosure to display']"
Saturday,3:15 PM - 4:30 PM,Concourse 151,,,,259 - Big Data & Bad Bugs,,,,,,,"['Adult ID', 'Epi & Infection Control']","[{'title': 'Michael Calderwood, MD, MPH (he/him/his)', 'affiliation': 'Chief Quality Officer Section of Infectious Disease and International Health Dartmouth Hitchcock Medical Center Hanover, NH, United States'}, {'title': 'Kara Moser, PhD, MPH (she/her/hers)', 'affiliation': 'Molecular Epidemiologist Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Kara A. Moser, PhD, MPH:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,Ballroom (West Hall B),,,,260 - Group A Strep: Familiar Friend or Emerging Foe?,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Hilary Miller-Handley, MD (she/her/hers)', 'affiliation': ""Assistant Professor University of Cincinnati and Cincinnati Children's Hospital Medical Center Cincinnati, OH, United States""}, {'title': 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA', 'affiliation': 'Field Medical Officer Centers for Disease Control & Prevention & Einstein/ Montefiore New York, NY, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Hilary Miller-Handley, MD:  No financial relationships to disclose', 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,408 B,,,,261 - Personalized Phage Therapy,,,,,,,"['Adult ID', 'Investigative ID', 'Pediatric ID']","[{'title': 'Manjunath Pai, PharmD', 'affiliation': 'Professor of Clinical Pharmacy University of Michigan Ann Arbor, MI, United States'}, {'title': 'Mihnea Mangalea, PhD (he/him/his)', 'affiliation': 'Bioinformatician Centers for Disease Control and Prevention'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Manjunath P. Pai, PharmD:  No financial relationships to disclose', 'Mihnea Mangalea, PhD:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,515 A,,,,"262 - Progress, Not Perfection: Managing Substance Use Disorders and STI Syndemics in HIV Clinic",,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Nicholas Allen, DNP (he/him/his)', 'affiliation': 'Infectious Disease ARNP Washington State Department of Corrections Seattle, WA, United States'}, {'title': 'Lydia Barakat, MD (she/her/hers)', 'affiliation': 'Associate Professor Infectious DIsease Yale School of Medicine New Haven, Connecticut, United States'}, {'title': 'Colleen Kelley, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Decatur, GA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Nicholas Allen, DNP:  No financial relationships to disclose', 'Lydia A. Barakat, MD:  No financial relationships to disclose', 'Colleen F. Kelley, MD, MPH:  No relevant disclosure to display']"
Saturday,3:15 PM - 4:30 PM,Concourse 152,,,,263 - Take It in the Arm: New and Evolving Vaccines and Strategies,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID']","[{'title': 'Lisa Jackson, MD, MPH (she/her/hers)', 'affiliation': 'Senior Investigator Kaiser Permanente Washington Health Research Institute Seattle, WA, United States'}, {'title': 'C. Mary Healy, MD, FIDSA (she/her/hers)', 'affiliation': 'Associate Professor of Pediatrics, Infectious Diseases Baylor College of Medicine Houston, TX, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lisa Jackson, MD, MPH:  No financial relationships to disclose', 'C. Mary Healy, MD, FIDSA:  No relevant disclosure to display']"
Saturday,3:15 PM - 4:30 PM,502 A,,,,264 - Teaching Clinical Reasoning For The ID Educator,,,,,,,"['Adult ID', 'Pediatric ID', 'Trainee']","[{'title': 'Michael Melia, MD (he/him/his)', 'affiliation': 'ID Fellowship Program Director Johns Hopkins University Baltimore, MD, United States'}, {'title': 'Ruth Adekunle, MD, MSCR (she/her/hers)', 'affiliation': 'Assistant Professor of Medicine Infectious Diseases Medical University of South Carolina Charleston, SC, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Michael T. Melia, MD:  No financial relationships to disclose', 'Ruth O. Adekunle, MD, MSCR:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,Petree D,,,,265 - This Is Fine: How to Manage a Case of Mid-Career Burnout,,,,,,,"['Adult ID', 'Epi & Infection Control', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Paul Pottinger, MD (he/him/his)', 'affiliation': 'Professor of Medicine Infectious Diseases University of Washington School of Medicine Seattle, WA, United States'}, {'title': 'Lisa Dumkow, Pharm D., BCIDP (she/her/hers)', 'affiliation': 'Antimicrobial Stewardship Clinical Pharmacist Trinity Health Grand Rapids Grand Rapids, Michigan, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Paul S. Pottinger, MD:  No financial relationships to disclose', 'Lisa E. Dumkow, Pharm D., BCIDP:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,502 B,,,,266 - Urinary Tract Infection: Addressing New Findings',,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Mahalia Dessruisseaux', 'affiliation': ''}, {'title': 'Luiz Bermudez, MD', 'affiliation': 'Professor Oregon State University Corvallis, OR, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Mahalia Dessruisseaux:  No financial relationships to disclose', 'Luiz Bermudez, MD:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,515 B,,,,267 - Virus on the Brain: Pathogenesis of Neurovirulent Viral Infections,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Christine Johnston, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor Medicine University of Washington Seattle, WA, United States'}, {'title': 'David Dobrzynski, Jr., MD', 'affiliation': 'Assistant Professor of Medicine, Program Director Infectious Diseases Fellowship, Medical Director Antimicrobial Stewardship Program Infectious Diseases University of Rochester Medical Center Rochester, NY, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Christine Johnston, MD, MPH:  No relevant disclosure to display', 'David Dobrzynski, MD, Jr.:  No relevant disclosure to display']"
Saturday,3:15 PM - 4:30 PM,403 B,,,,268 - Advances in Global Health,,,,,,,"['Adult ID', 'Pediatric ID', 'Global ID']","[{'title': 'Daniel Shirley, MD, MS', 'affiliation': 'Associate Professor (CHS) Medicine University of Wisconsin-Madison School of Medicine and Public Health Madison, Wisconsin, United States'}, {'title': 'Sapna Bamrah Morris, MD', 'affiliation': 'Associate Director of Programs Centers for Disease Control and Prevention Dulles, VA, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Daniel Shirley, MD, MS:  No financial relationships to disclose', 'Sapna Bamrah Morris, MD:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,404 AB,,,,"269 - Infections in Transplant and Hematologic Malignancy Patients, Part 2",,,,,,,"['Adult ID', 'Pediatric ID', 'Transplant']","[{'title': 'Aneesh Mehta, MD (he/him/his)', 'affiliation': 'Professor of Medicine and of Surgery Department of Medicine Emory University School of Medicine Atlanta, GA, United States'}, {'title': 'Aruna Subramanian, MD (she/her/hers)', 'affiliation': 'Clinical Professor Stanford University Palo Alto, CA, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Aneesh K. Mehta, MD:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,411,,,,270 - Monitoring Infections: HAI Surveillance,,,,,,,"['Adult ID', 'Pediatric ID', 'Epi & Infection Control']","[{'title': 'Linda Mundy, MD, PhD (she/her/hers)', 'affiliation': 'Director, Infection Control and Prevention New York City Health & Hospitals New York, NY, United States'}, {'title': 'Marci Drees, MD, MS (she/her/hers)', 'affiliation': 'Chief Infection Prevention Officer ChristianaCare Newark, DE, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Linda M. Mundy, MD, PhD:  No financial relationships to disclose', 'Marci Drees, MD, MS:  No financial relationships to disclose']"
Saturday,3:15 PM - 4:30 PM,403 A,,,,271 - TB and Non-Tuberculosis Mycobacteria Updates,,,,,,,"['Adult ID', 'HIV-STD-TB']","[{'title': 'Yukari Manabe, MD, FIDSA, FRCP (she/her/hers)', 'affiliation': 'Professor Johns Hopkins University School of Medicine Baltimore, MD, United States'}, {'title': 'Lisa Armitige, MD, PhD', 'affiliation': 'Co-Medical Director Heartland National TB Center/ University of Texas Health Science Center at Tyler San Antonio, TX, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Saturday,4:45 PM - 5:30 PM,Ballroom (West Hall B),,,,272 - Special Session,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Emily Erbelding, MD (she/her/hers)', 'affiliation': 'Director, Division of Microbiology and Infectious Disease NIAID National Institutes of Health Rockville, MD, United States'}, {'title': 'Jeanne Marrazzo, MD, FIDSA', 'affiliation': 'Director of the National Institute of Allergy and Infectious Diseases U.S. National Institutes of Health'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jeanne Marrazzo, MD, FIDSA:  No financial relationships to disclose']"
Saturday,5:30 PM - 6:30 PM,Ballroom (West Hall B),,,,273 - IDBugBowl,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Laila Woc-Colburn, MD (she/her/hers)', 'affiliation': 'Associate Professor, Division of Infectious Disease Emory University School of Medicine Decatur, GA, United States'}, {'title': 'Christopher Graber, MD MPH (he/him/his)', 'affiliation': 'Professor of Clinical Medicine VA Greater Los Angeles Healthcare Section/UCLA Los Angeles, CA, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Laila Woc-Colburn, MD:  No financial relationships to disclose', 'Christopher J. Graber, MD MPH:  No financial relationships to disclose']"
Saturday,6:30 PM - 8:00 PM,Hall B South Plaza,,,,BugBash - IDWeek Closing Reception,,,,,,,['Event'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Saturday,8:00 AM - 9:00 AM,408 A,,,,184 - Challenging Cases in Patient Safety,,,,,,,['Adult ID'],"[{'title': 'Todd Vento', 'affiliation': ''}, {'title': 'Theresa Madaline, MD, FIDSA, FACP, CPHQ (she/her/hers)', 'affiliation': 'Associate Chief Quality Officer NewYork-Presbyterian/Columbia University'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Todd Vento:  No relevant disclosure to display', 'Theresa Madaline, MD, FIDSA, FACP, CPHQ:  No financial relationships to disclose']"
Saturday,8:00 AM - 9:00 AM,404 AB,,,,185 - Inflection Point: Optimizing LAI Patient Care and Program Features',,,,,,,"['Adult ID', 'HIV-STD-TB']","[{'title': 'Vivek Jain, MD, MAS (he/him/his)', 'affiliation': 'Professor of Medicine Division of HIV, Infectious Diseases & Global Medicine, San Francisco General Hospital, University of California, San Francisco San Francisco, CA, United States'}, {'title': 'Jehan Budak, MD (she/her/hers)', 'affiliation': 'Assistant Professor University of Washington, WA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Vivek Jain, MD, MAS:  No relevant disclosure to display', 'Jehan Budak, MD:  No financial relationships to disclose']"
Saturday,8:00 AM - 9:00 AM,408 B,,,,186 - Learn From the Experienced: Coffee and Cases in Resurging Vaccine-Preventable Diseases,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Caitlin Li, MD MHQS (she/her/hers)', 'affiliation': 'Assistant Professor of Pediatrics Lurie Childrens Hospital Chicago, IL, United States'}, {'title': 'Sarah Parker, MD', 'affiliation': ""Professor of Pediatric Infectious Diseases Pediatrics University of Colorado/Children's Hospital Colorado Aurora, CO, United States""}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Caitlin Li, MD MHQS:  No financial relationships to disclose', 'Sarah K. Parker, MD:  No relevant disclosure to display']"
Saturday,8:00 AM - 9:00 AM,411,,,,187 - Manuscript Peer Reviews: How to Give & Receive Feedback,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Paul Pottinger, MD (he/him/his)', 'affiliation': 'Professor of Medicine Infectious Diseases University of Washington School of Medicine Seattle, WA, United States'}, {'title': 'James (Brad) Cutrell, MD (he/him/his)', 'affiliation': 'Associate Professor of Medicine, ID Fellowship Program Director UT Southwestern Medical Center'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Paul S. Pottinger, MD:  No financial relationships to disclose', 'James (Brad) Cutrell, MD:  No relevant disclosure to display']"
Saturday,8:00 AM - 9:00 AM,403 B,,,,188 - Mass Gatherings and Emerging Infectious Diseases,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'COVID-19']","[{'title': 'Carlos Franco-Paredes, MD, MPH', 'affiliation': 'Faculty Department of Medicine - Division of Infectious Diseases Hospital Infantil de Mexico, Mexico and Instituto Conmemorativo de la Salud, Panama Denver, CO, United States'}, {'title': 'Sapna Bamrah Morris, MD', 'affiliation': 'Associate Director of Programs Centers for Disease Control and Prevention Dulles, VA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Carlos Franco-Paredes, MD, MPH:  No financial relationships to disclose', 'Sapna Bamrah Morris, MD:  No financial relationships to disclose']"
Saturday,8:00 AM - 9:00 AM,515 B,,,,189 - Squabbles Among Stewards: The De-Escalation Debate,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Pediatric ID', 'Trainee']","[{'title': 'Susy Hota, MD MSc (she/her/hers)', 'affiliation': 'ID Division Head, IPAC Medical Director University Health Network Toronto, ON, Canada'}, {'title': 'Melinda Neuhauser, PharmD, MPH', 'affiliation': 'Pharmacist and Acute Care Lead, Office of Antibiotic Stewardship Division of Healthcare Quality Promotion Division of Healthcare Quality Promotion, Centers for Disease Control and Prevention, Atlanta, GA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Susy S. Hota, MD MSc:  No relevant disclosure to display', 'Melinda M. Neuhauser, PharmD, MPH:  No financial relationships to disclose']"
Saturday,8:00 AM - 9:00 AM,515 A,,,,190 - The Cutting Edge: Top Research Papers in Medical Mycology,,,,,,,"['Adult ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Lena Heung, MD, PhD', 'affiliation': 'Assistant Professor Cedars-Sinai Medical Center Los Angeles, CA, United States'}, {'title': 'Scott Filler, MD (he/him/his)', 'affiliation': 'Professor of Medicine Infectious Disease David Geffen School of Medicine at UCLA Torrance, CA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lena Heung, MD, PhD:  No relevant disclosure to display', 'Scott G. Filler, MD:  No relevant disclosure to display']"
Saturday,8:00 AM - 9:00 AM,502 B,,,,191 - Tick-Borne Illnesses: New Trends in Diagnostics And Therapeutics,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID', 'Trainee']","[{'title': 'Marina Nunez', 'affiliation': ''}, {'title': 'Linden Hu, MD, FIDSA (he/him/his)', 'affiliation': 'Professor of Medicine and Microbiology Tufts University School of Medicine Boston, MA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Marina Nunez:  No financial relationships to disclose', 'Linden Hu, MD, FIDSA:  No relevant disclosure to display']"
