poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
1770,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1770,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-580,"Hot Springs, Hot Zones: An Ecological Study on the Relationship Between Thermal Spring Density and Legionella Mortality","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lilian Fung, MD (she/her/hers)",Fellow,"University of California, Los Angeles","Los Angeles, CA, United States",1,1,"Lilian Fung, MD (she/her/hers)","Kevin Ikuta, MD, MPH"
1771,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1771,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-579,Comparison of Extended Spectrum Beta-Lactamase Producing,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Laurel Legenza, PharmD, MS",Postdoctoral Fellow,University of Wisconsin-Madison School of Pharmacy,"Madison, Wisconsin, United States",1,4,"Laurel Legenza, PharmD, MS","Veronika L. Tchesnokova, MD PhD; Evgeni V. Sokurenko, MD PhD; Joshua Petrie, PhD; Thomas R. Fritsche, MD, PhD"
1772,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1772,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-578,"Foodborne outbreak at a public school in Mangystau region, Kazakhstan, 2024.","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Asel Kurbanova, MD",,Central Asia FETP,"Kunayev, Almaty oblysy, Kazakhstan",1,8,"Asel Kurbanova, MD","Dilnaz Aitbaeva, BPH; Ulyana Gubareva, BPH; Aidana Tulemagambetova, BPH; Saya Gazezova, Master of applied epidemiology  (she/her/hers); SEVAK ALAVERDYAN, PhD; Alexander Millman, MD; Roberta Horth, PhD, MPH; Dilyara Nabirova, MD, MPH, PhD Candidate"
1773,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1773,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-577,Clinical Predictors of Mortality in Hospitalized Patients with Rickettsioses in Northern Mexico,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Karla Cuellar-Calderon, MD (she/her/hers)",Infectious diseases resident,"Servicio de Infectologia - Hospital Universitario "" Dr. Jose Eleuterio Gonzalez""","Monterrey, Nuevo Leon, Mexico",1,5,"Karla Cuellar-Calderon, MD (she/her/hers)","Paola Bocanegra-Ibarias, PhD; Samantha Perez-Cavazos, MD; Perla Gonzalez-Vazquez, MD; Magaly Padilla-Orozco, MD; Adrian Camacho-Ortiz, PhD"
1774,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1774,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-575,"Sexual Behavior and Sexually Transmitted Infection among Sexually Active, Heterosexual Young Adults in Japan: a Cross-Sectional Internet Survey","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Masami Kitaoka, MD, PhD",Fellow,"Field Epidemiology Training Program Japan (FETP-J), National Institute of Infectious Diseases, Japan Institute for Health Security","Shinjuku, Tokyo, Japan",1,7,"Masami Kitaoka, MD, PhD","Mizue Kanai, MD, PhD; Shingo Nishiki, MD, PhD; Ayu Kasamatsu, MD, PhD; Takuri Takahashi, n/a; Yuzo Arima, PhD, MPH; Takuya Yamagishi, MD, MPH, PhD; Tomimasa Sunagawa, n/a"
1775,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1775,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-573,Investigation of Institutional Protocols During the 2022 Mpox Outbreak: A SHEA Research Network Survey,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jordan Beam, BS",Medical Student,University of Alabama at Birmingham Heersink School of Medicine,"Hoover, AL, United States",1,4,"Jordan Beam, BS","Elliot Herron, BS; Rachael Cowan, BS; Nicholas Van Wagoner, MD, PhD; Rachael A. Lee, MD, MSPH"
1776,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1776,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-572,Retrospective Analysis of Vibriosis presenting to a Tertiary University-Based Hospital in Florida and Correlation with Sea Surface Temperatures from 2011 to 2023.,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Joshua B. French (he/him/his),Medical Student,University of Florida College of Medicine,"Gainesville, FL, United States",1,3,Joshua B. French (he/him/his),"Sunil Kamar, n/a; Antarpreet S. Jutla, Ph. D.; Norman Beatty, MD"
1777,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1777,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-571,Exploring the Dengue Vaccination Intention among Adults from Regions with Medium and High Incidence of Dengue in Peru,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jorge Alave, MD, FIDSA",Assistant Professor,Universidad Peruana Union,"Lurigancho Chosica, Lima, Peru",1,13,"Jorge Alave, MD, FIDSA","Jose A. Gonzales-Zamora, MD; Julieta M. Araoz-Salinas, n/a; Carlos Quispe-Vicuña, MD; Anderson Soriano-Moreno, MD; Brando Ortiz-Saavedra, n/a; Martin E. Reategui-Garcia, MD; Gabriel A. Aquino Sandoval, n/a; Wagner Rios-Garcia, n/a; Ruth Ramon-Tapia, n/a; Allison N. Ortiz-Pardo, n/a; Noelia Morocho-Alburqueque, MS; Silvia Tipe-Gonzales, Medical student; Jose M. Rios-Osorio, Médico cirujano"
1778,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1778,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-570,Need for Broad Protection Against Invasive Meningococcal Disease Among US College Students,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jessica Presa, MD (she/her/hers)",Senior Director,"Pfizer, Inc.","Collegeville, PA, United States",1,4,"Jessica Presa, MD (she/her/hers)","Jamie Findlow, PhD; Steven Shen, MD, PhD; Vincenza Snow, MD; Paul Palmer, PhD"
1779,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1779,,"O. Public Health (Issues pertaining to preparedness for and response to outbreaks including those linked to agents of bioterror, foodborne, waterborne, vector borne, zoonotic diseases, vaccine-preventable diseases and social determinants of health)",,P-569,Epidemic Preparedness and Vaccine Equity: Access for All,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"John R. Bassler, MS (he/him/his)",Clinical Database Manager II,University of Alabama at Birmingham,"Birmingham, AL, United States",1,4,"John R. Bassler, MS (he/him/his)","David T. Redden, PhD; Scott Harris, MD, MPH, FACP, FIDSA; Paul C. Erwin, MD, DrPH; Casey L. Daniel, PhD, MPH"
1780,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1780,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-548,Detection of Recombinant Parechovirus-A5 in Neonatal Sepsis-like Illness and its Community Circulation Confirmed by Wastewater Surveillance,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Yuta Aizawa, MD, PhD (he/him/his)",Assistant Professor,Niigata University Graduate School of Medical and Dental Sciences,"Niigata, Niigata, Japan",1,8,"Yuta Aizawa, MD, PhD (he/him/his)","Jun Tachikawa, MD, PhD (he/him/his); Rie Habuka, MD; Nur Irma Safitri, MD; Ryohei Izumita, MD, PhD; Satoshi Hasegawa, MD, PhD; Kazuhiro Horiba, MD, PhD; Masaaki Kitajima, Dr.Eng.; Akihiko Saitoh, MD, PhD"
1781,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1781,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-547,Single-Cell Transcriptomic Analysis of Severe Acute Encephalopathy/Encephalitis Associated with SARS-CoV-2 Reveals HSPA1A and HSPB1 as Potential Markers,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Takako Suzuki, MD., PhD.",Assistant Professor,Nagoya University Graduate School of Medicine,"Nagoya, Aichi, Japan",1,11,"Takako Suzuki, MD., PhD.","Yoshitaka Sato, MD, PhD; Motomasa Suzuki, MD, PhD; Yuto Fukuda, MD; Ken-ichi Iwata, MD; Makoto Yamaguchi, MD, PhD; Yoshiki Kawamura, MD; Tetsushi Yoshikawa, MD; Yoshiyuki Takahashi, MD, PhD; Hiroshi Kimura, M.D., Ph.D.; Jun-ichi Kawada, MD., PhD.; Yuka Torii, MD., PhD."
1782,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1782,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-546,Acute COVID-19 in Hospitalized Children: The Role of Viral Co-Infections,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Virtual,"Sophia Menozzi, MS",Medical Student,UNC School of Medicine,"Chapel Hill, North Carolina, United States",1,5,"Sophia Menozzi, MS","Jesus Vazquez, MS; Matthew Pizzuto, MD; Sahal Thahir, MD; Stephanie P. Schwartz, MD; Melissa Smith, MD"
1783,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1783,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-545,A Retrospective study of Respiratory Syncytial Virus Infection in Hospitalized Children Under Five Years with Lower Respiratory Tract Illness at a Tertiary Care Center in 2023,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Saugat Bhandari, MBBS",Junior Research Fellow,Patan Academy of Health Sciences,"Lalitpur Kathmandu, Bagmati, 44700 Nepal, Bagmati, Nepal",1,1,"Saugat Bhandari, MBBS","Aayush Rizal, MBBS"
1784,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1784,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-544,Respiratory and Nonrespiratory Complications in Children Hospitalized with Influenza in the Post-2009 H1N1 Pandemic Era,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Satoshi Kamidani, MD, PhD",Assistant Professor of Pediatrics in Infectious Diseases,Emory University School of Medicine and Children's Healthcare of Atlanta,"Suwanee, GA, United States",1,17,"Satoshi Kamidani, MD, PhD","Lucy S. Witt, MD, MPH; Annabel Patterson, MPH; Emma G. Turner, MPH; Emily Fawcett, MPH; Shua J. Chai, MD, MPH; Isaac Armistead, MD MPH; James Meek, MPH; Lauren Leegwater, MPH; Melissa McMahon, MPH; Marc Martinez, BAS; Jemma Rowlands, MPH; Melissa Sutton, MD, MPH; Isabella Reyes, MPH; Camden Castagna-McLeod, B.S., MPH; Alissa O'Halloran, MSPH; Catherine Bozio, PhD, MPH (she/her/hers); Kyle P. P. Openo, DrPH"
1785,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1785,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-541,Impact of Viral Co-Detections on Respiratory Syncytial Virus (RSV) Viral Loads and Clinical Outcomes in Pediatric Patients,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Rosa Maria Singla Mila, MD",Research Scientist – Infectious Diseases,St Jude Children's Research Hospital,"Barcelona, Catalonia, Spain",1,4,"Rosa Maria Singla Mila, MD","Helena Brenes-Chacon, MD (she/her/hers); Marie Wehenkel, PhD; Octavio Ramilo, MD; Asuncion Mejias, MD, PhD, MsCS (she/her/hers)"
1786,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1786,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-540,Clinico-Demographic Profile and Outcome of Under-Five Children Admitted with Acute Gastroenteritis in a Tertiary Care Hospital in Nepal: A Descriptive Cross-sectional Study,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Bhishma Pokhrel, MD",,PATAN ACADEMY OF HEALTH SCIENCES,"lalitpur, Bagmati, Nepal",1,4,"Bhishma Pokhrel, MD","Aashis Poudel, MBBS; Sanjeev Man Bijukchhe, MBBS; Aashish Giri, MBBS; Rakesh Pariyar, MBBS"
1787,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1787,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-539,Parainfluenza Virus Serotype-Specific Co-detection with Other Respiratory Viruses and Its Association with Clinical Outcomes in U.S. Children with Acute Respiratory Illness,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Olla R. Hamdan, B.Pharm, MPH (she/her/hers)",Student,Vanderbilt University,"Nashville, TN, United States",1,25,"Olla R. Hamdan, B.Pharm, MPH (she/her/hers)","Tess Stopczynski, MS (she/her/hers); Justin Z. Amarin, MD (he/him/his); Yasmeen Z. Qwaider, MD; Haya Hayek, MD (she/her/hers); Adam E. Gailani, MD (he/him/his); Kalee E. Rumfelt, MPH, PhD; Laura S. Stewart, PhD; Annabelle de St Maurice, MD MPH; Eileen J. Klein, MD, MPH; Janet A. Englund, MD (she/her/hers); John Williams, MD; Marian G. Michaels, MD, MPH; Peter G. Szilagyi, MD MPH; Mary A. Staat, MD, MPH; Daniel C. Payne, PhD, MSPH; Julie A. Boom, MD; Leila C. Sahni, PhD, MPH (she/her/hers); Jennifer E. Schuster, MD (she/her/hers); Rangaraj Selvarangan, PhD; Ayzsa Tannis, MPH; Heidi L. Moline, MD, MPH; Geoffrey A. Weinberg, MD (he/him/his); Andrew J. Spieker, PhD; James Chappell, MD, PhD; Natasha B. Halasa, MD (she/her/hers)"
1788,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1788,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-538,"Epidemiology and Clinical Characteristics of Hand Foot and Mouth Disease of Children and Adolescence Aged < 18 Years Old During Outbreak in Jakarta, Indonesia","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Nina Dwi Putri, MD, MSc",,"Faculty of Medicine, Universitas Indonesia","Jakarta, Jakarta Raya, Indonesia",1,6,"Nina Dwi Putri, MD, MSc","Pratama Wicaksana, MD; Aqila Sakina Zhafira, MD; Ageng Wiyatno, BSc, MSc; Nanda Ayu Syavira, MD; Rini Fajarani, BPH; Indri Nethalia, BSoc"
1789,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1789,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-537,"Circulation of Respiratory Viruses from Air and Human Specimens in a Pre-kindergarten-12th Grade School District in Kansas City, MO","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Nicole Neeley, MD",Resident,Childrens Mercy Hospital,"Kansas City, MO, United States",1,11,"Nicole Neeley, MD","Brian R. Lee, PhD, MPH; Brittney Fritschmann, MS; Luke C. Gard, CIEC, CMC, BOC / BS in Biology; Nibha Sagar, Ph.D.; Dithi Banerjee, PhD; Anjana Sasidharan, MS, MB(ASCP) (she/her/hers); Olivia Almendares, MPH; Hannah L. Kirking, MD; Rangaraj Selvarangan, PhD; Jennifer Goldman, MD, MSCR (she/her/hers); Jennifer E. Schuster, MD (she/her/hers)"
1790,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1790,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-536,"Impact of Maternal RSV Vaccination on Hospitalization Rates in Infants Under Six Months in Buenos Aires, Argentina: A Retrospective Observational Study","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Martin Brizuela, n/a",Assistant,Hospital General de Agudos Velez Sarsfield,"Buenos Aires, Ciudad Autonoma de Buenos Aires, Argentina",1,3,"Martin Brizuela, n/a","Magali Gonzalez, n/a; Tomas Alconada, MsC; Sandra Barreiro, n/a"
1791,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1791,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-535,"Dengue Fever in Children at a General Hospital from Buenos Aires, Argentina, During 2023- 2024 Dengue Season","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Martin Brizuela, n/a",Assistant,Hospital General de Agudos Velez Sarsfield,"Buenos Aires, Ciudad Autonoma de Buenos Aires, Argentina",1,4,"Martin Brizuela, n/a","Débora Montiel Ríos, MD; Cora Deandreis, MD; Carolina Salvo, MD; Sandra Barreiro, n/a"
1792,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1792,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-534,Comparison of Concurrent (Same or Next-Day) Conventional Microbial Testing to Next Generation Sequencing (NGS) Results: Review of Pediatric Samples over 4-Years (2020-2024),"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Kathleen Condon, MD (she/her/hers)",Fellow,Tulane University School of Medicine,"New Orleans, LA, United States",1,2,"Kathleen Condon, MD (she/her/hers)","John Schieffelin, MD; Margarita Silio, MD, MPH&TM"
1793,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1793,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-533,"Inpatient Burden of Respiratory Syncytial Virus, COVID-19, or Influenza in the United States Among Children < 5 Years of Age","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Kathleen M. Andersen, PhD, MSc (she/her/hers)","Director, Pneumococcal Vaccine RWE",Pfizer Inc.,"New York, NY, United States",1,6,"Kathleen M. Andersen, PhD, MSc (she/her/hers)","Maria D. McColgan, MD, MSEd; Maya Reimbaeva, MS; Tara Ahi, MPH (she/her/hers); Mary M. Moran, MD; Alejandro D. Cane, MD, PhD; Santiago M.C. Lopez, MD"
1794,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1794,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-532,"The burden of HMPV-associated hospitalization among children aged <18 years, 2016-2024","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Leah Goldstein, MPH",Epidemiologist,Centers for Disease Control and Prevention,"Atlanta, Georgia, United States",1,18,"Leah Goldstein, MPH","Anna Wang-Erickson, PhD; Ayzsa Tannis, MPH; Peter G. Szilagyi, MD MPH; Geoffrey A. Weinberg, MD (he/him/his); Mary A. Staat, MD, MPH; Janet A. Englund, MD (she/her/hers); Eileen J. Klein, MD, MPH; Julie A. Boom, MD; Jennifer E. Schuster, MD (she/her/hers); Natasha B. Halasa, MD (she/her/hers); Leila C. Sahni, PhD, MPH (she/her/hers); Laura S. Stewart, PhD; Rangaraj Selvarangan, PhD; Marian G. Michaels, MD, MPH; Daniel C. Payne, PhD, MSPH; Fatimah S. Dawood, MD; Heidi L. Moline, MD, MPH; John Williams, MD"
1795,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1795,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-531,"Overlap of Respiratory Virus Detection from Concomitant Air and Human Specimens in Elementary School Classrooms in Kansas City, Missouri","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jennifer E. Schuster, MD (she/her/hers)",Professor,Children's Mercy Kansas City,"Kansas City, MO, United States",1,10,"Jennifer E. Schuster, MD (she/her/hers)","Brian R. Lee, PhD, MPH; Nibha Sagar, Ph.D.; Brittney Fritschmann, MS; Anjana Sasidharan, MS, MB(ASCP) (she/her/hers); Luke C. Gard, CIEC, CMC, BOC / BS in Biology; Dithi Banerjee, PhD; Olivia Almendares, MPH; Hannah L. Kirking, MD; Rangaraj Selvarangan, PhD; Jennifer Goldman, MD, MSCR (she/her/hers)"
1796,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1796,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-530,"Mortality among U.S. Children <18 Years Old Hospitalized with Laboratory-Confirmed COVID-19 Infection, 12 States, March 2020–September 2023","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jiana baker, MD",,Florida International University,"Miami, Florida, United States",1,17,"Jiana baker, MD","Christopher A. Taylor, PhD; Jennifer Milucky, MSPH; Kadam Patel, MPH; Monica E. P. Patton, MD; Shua J. Chai, MD, MPH; Julie Plano, MS; Kyle P. P. Openo, DrPH; Patricia A. Ryan, MS; Elizabeth Reeg, MPH; Paige D'Heilly, MPH, CIC; Dominic Solhtalab, MPH; Adam Rowe, BA; Sophrena Bushey, MHS; Melissa Sutton, MD, MPH; Kristen Olsen, MPH; Fiona P. Havers, MD (she/her/hers); Dennis Wang, MD, MPH"
1797,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1797,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-529,Oseltamivir Drug-Drug Interactions and Risk of Neuropsychiatric Events,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"James W. Antoon, MD, PhD, MPH",Assistant Professor of Pediatrics,Vanderbilt University Medical Center,"Nashville, TN, United States",1,5,"James W. Antoon, MD, PhD, MPH","Derek Williams, MD MPH; Avirath Vaidya, MPH; Mert Sekmen, BA; Yuwei Zhu, MD MS; Carlos G. Grijalva, MD MPH"
1798,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1798,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-528,Evaluation of Saliva-Based cCMV Testing at the University of Rochester Medical Center (URMC) and Hearing Outcomes of Infected Infants,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Iris Yau, BA (she/her/hers)",M2 Medical Student,University of Rochester School of Medicine and Dentistry,"Rochester, NY, United States",1,5,"Iris Yau, BA (she/her/hers)","Mike Sportiello, MD-PhD (he/him/his); Geoffrey A. Weinberg, MD (he/him/his); Mary T. Caserta, MD (she/her/hers); Christina M. Ashrafioun, Au.D.; Jennifer L. Nayak, MD (she/her/hers)"
1799,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1799,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-527,Impact of Obesity and adipokine levels in Young Children with Respiratory Syncytial Virus (RSV) Infection,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Helena Brenes-Chacon, MD (she/her/hers)",Postdoctoral Research Associate,St. Jude Children's Research Hospital,"Germantown, TN, United States",1,7,"Helena Brenes-Chacon, MD (she/her/hers)","Kendall T. Whitt, MS; Cristina Tomatis Souverbielle, MD; Marie Wehenkel, PhD; Cristina Garcia-Maurino, PhD; Stacey Schultz-Cherry, PhD; Octavio Ramilo, MD; Asuncion Mejias, MD, PhD, MsCS (she/her/hers)"
1800,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1800,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-526,The Role of Nutritional Status and Body Mass Index in Predicting Dengue Severity in Pediatric Patients: A Logistic Regression Analysis,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Mohammad Abdul Hadi (he/him/his),MBBS,Deccan College of Medical Sciences,"Hyderabad, Telangana, India",1,2,Mohammad Abdul Hadi (he/him/his),"Mehnaaz Sameera Arifuddin, N/A, n/a; Mohammad Abdul Hannan Hazari, N/A, MD"
1801,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1801,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-525,"Severe Pediatric COVID-19 During the Predominance of the Lambda Variant at a Referral Hospital in Lima, Peru, 2020–2022.","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Giancarlo Alvarado-Gamarra, MD MSc PhD(c)",Pediatric Hospitalist/Researcher,Hospital Nacional Edgardo Rebagliati Martins/ Instituto de Investigación Nutricional,"Lima, Lima, Peru",1,7,"Giancarlo Alvarado-Gamarra, MD MSc PhD(c)","Carlos R Celis, MD MSc(c); Katherine Alcalá-Marcos, MD MSc(c); Sara Chávez-Alvarado, MD; Daniel Medina-Neira, MD; Leslie C Cabrera Toribio, MD; Claudio F Lanata, MD, MPH; Matilde Estupiñan-Vigil, MD"
1802,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1802,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-524,Immunological Determinants and Clinical Trajectories of Pediatric Varicella-Zoster Virus Reactivation: A Prospective Cohort Analysis,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Barnali Mitra, MD Pediatrics",Classified Specialist Pediatrics,Command Hospital Western command Chandimandir,"Chandigarh, Chandigarh, India",1,1,"Barnali Mitra, MD Pediatrics","Debdeep Mitra, MBBS MD"
1803,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1803,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-523,"Zelicapavir (EDP-938) Antiviral Treatment is Associated with Shortened Duration of RSV Symptoms in a Randomized, Double-Blind, Placebo-Controlled, Clinical Trial in Children 28 Days to 36 Months of Age","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Christopher E. Harris, MD (he/him/his)",Medical Director,Enanta Pharmaceuticals,"Watertown, MA, United States",1,6,"Christopher E. Harris, MD (he/him/his)","John DeVincenzo, MD; Stephen Huang, M.D.; Shijie Chen, PhD; Taylor Ngo, MPH; Alaa Ahmad, PhD; Scott T Rottinghaus, MD"
1804,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=1804,P3.,P3. Pediatric Viral studies (natural history and therapeutic),,P-522,Epidemiology of respiratory viral infections in pediatric acute leukemia patients,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Caitlin N. Brammer, M.A. (she/her/hers)",Clinical Research Coordinator,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH, United States",1,8,"Caitlin N. Brammer, M.A. (she/her/hers)","Trinity Lee, Bachelor's of Arts; Hannah Bahakel, MD; Hannah Kim, BS; Grant C. Paulsen, MD (he/him/his); Hilary Miller-Handley, MD; Lauren Pommert, MD, MS; Lara A. Danziger-Isakov, MD, MPH; William R. Otto, MD, MSCE (he/him/his)"
