session_id,source_url,primary_track,all_tracks,track_count,session_type,session_number,session_title,full_title,date,time,timezone,location,cme_hours,moc_hours,cne_hours,acpe_hours,acpe_number,pace_hours,ce_broker_hours,primary_speaker_name,primary_speaker_title,primary_speaker_department,primary_speaker_institution,primary_speaker_location,total_speakers,all_speakers,disclosure_count,disclosures,presentation_count,presentation_titles,presentation_times,presentation_speakers
807,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=807,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Elizabeth May, B.S., PharmD candidate",Student Pharmacist,,University of Kentucky College of Pharmacy,"Lexington, KY, United States",4,"Elizabeth May, B.S., PharmD candidate; Rachel Gray, B.S.; Alex Do, B.S., M.S.; Ashlan Kunz Coyne, B.S., PharmD, MPH",1,\1: No financial relationships to disclose.,5,"Carbapenem-resistant Enterobacterales surveillance and increase in New Delhi Metallo-β-lactamase producing CRE–New York City, 2019–2024 | β-lactam-β-lactamase Inhibitor Combinations Show a High Degree of Cross Resistance in Gram-negative Bacteria But Not to Cefiderocol; Results from the SENTRY Antimicrobial Surveillance Program (2020-2024) | Characterizing a Sulbactam-Durlobactam Challenge Set of Acinetobacter baumannii Surveillance Isolates with Rapid Genotypic Testing (Carba-R) and Whole Genome Sequencing | Investigating the Molecular Epidemiology of Extended-Spectrum β-Lactamase Producing Enterobacterales Among Patients Admitted to the Intensive Care Unit | Protective Role of Outer Membrane Vesicles Released by Carbapenemase-Producing Klebsiella pneumoniae Clinical Isolates Against Carbapenems and Cefiderocol",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM,"Katelynn Devinney, MPH | Boudewijn L. DeJonge, PhD | Tomefa E. Asempa, PharmD | Sima L. Sharara, MD | Ana M. González, n/a"
808,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=808,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Samuel Opara, MBBS, MPH (he/him/his)",Assistant Professor,Infectious Diseases Division,Emory University,"Atlanta, GA, United States",14,"Samuel Opara, MBBS, MPH (he/him/his); Sabriya Linton, PhD, MPH; Kamini Doraivelu, MPH; McKinsey Bullock, Jr., BS; Srija Dutta, MPH; Antonio Newman, Jr., MBA; Marcus Reed, MPH; Daniel Alohan, MPH; Nata Assad, MPH; Leslie Carson, MPH, MSW; Kyle Moon, BS; Tsedenia Tewodros, MPH; Brian Weir, PhD, MHS, MPH; Sophia Hussen, MD, MPH",1,\1: No financial relationships to disclose.,5,"Epidemiology of three vaccine-preventable infectious diseases within United States immigration detention centers, 2019 through 2023 | Utilizing Susceptible-Infected-Recovered (SIR) Modeling in Colorado Schools and Childcare Facilities to Identify Schools Most Susceptible to Measles Outbreaks | Patient Demographics and Isolate Characteristics for Candida auris Cases — New York City, 2016–2024 | Predicting Hospitalizations for Influenza, Respiratory Syncytial Virus, and COVID-19 Using Wastewater Surveillance: A Causal Analysis | Evaluation of the Burden of Injection Drug Use-Related Infections in Tennessee",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM,"Ribhav Gupta, MD, MSc | Paul G. Mitchell, MD (he/him/his) | Michelle E. Chang, MD (she/her/hers) | Maria Akiki, MD (she/her/hers) | Emily Moore, MD"
809,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=809,,,0,Oral Abstract,,251 - Transmission Interrupted: New Approaches to STI Care,251 - Transmission Interrupted: New Approaches to STI Care,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Jesse Clark,Jesse Clark,,,,10,"Jesse Clark; Catherine Oldenburg, PhD; Jessica Gutierrez, n/a; Rolando Valladares, n/a; Elena Domador, n/a; JoseLuis Castro, n/a; Narendar Kumar, n/a; Jose Ipanaque, MD; Cherie Blair, MD, PhD; Robinson Cabello, MD",0,,5,"A Care Continuum for Doxycycline as Post-Exposure Prophylaxis against Bacterial Sexually Transmitted Infections in Black Sexual Minority Men | mRNA-1608, an mRNA-Based Therapeutic Genital Herpes Vaccine Candidate: Interim Safety, Immunogenicity and Clinical Endpoint Results from a Phase 1/2, Randomized, Observer-Blind, Controlled, Dose-Ranging Trial | The Complete Story: Packaged Testing and the Gaps in Sexually Transmitted Infection Screening | Disparities in Screening and Test Positivity for Chlamydia and Gonorrhea Among Adolescent and Young Adult Women in a Massachusetts Integrated Healthcare System, 2016–2024 | Subgroup Analyses of Microbiological Cure Rates by Baseline Zoliflodacin MIC and Susceptibility to Ciprofloxacin in Participants from the Global Zoliflodacin Phase 3 Randomized Controlled Trial",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:45 PM - 2:57 PM,"Samuel Opara, MBBS, MPH (he/him/his) | Anna Wald, MD, MPH | Tri Pham, MD MPH | Sarah Naz-McLean, MSc | Sarah McLeod, PhD (she/her/hers)"
810,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=810,,,0,Oral Abstract,,250 - The Many Faces of MDRO,250 - The Many Faces of MDRO,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"KC Coffey, MD, MPH",Assistant Professor,Epidemiology Public Health,University of Maryland School of Medicine,"Baltimore, MD, United States",7,"KC Coffey, MD, MPH; Trudy Grossman, PhD; David Banach, MD; Anthony Harris, MD, MPH; David Hooper, MD; Susan Huang, MD, MPH; Erica Shenoy, MD, PhD",1,\1: UpToDate Wolters Kluwer Health: Infection control section editor,5,"'Urine' the Know: A Simple Approach for Detecting Candida auris Sooner, and the Emergence of Clade III Candida auris in NY | Mortality Impact of Carbapenem-Resistant Acinetobacter baumannii (CRAB) Colonization and Infection: A Retrospective Cohort Study | Effect of Liberalized Daptomycin and Linezolid Use on Resistance in Staphylococcus and Enterococcus Isolates | Broader Empiric Therapy or Rapid Diagnostics for Hospital-onset Sepsis? A Retrospective Cohort Study of Antibiotic Resistance Prevalence and Empiric Antibiotic Adequacy | evaluation of Carbapenemas-producing enterobacterales (CPE) clearance protocol in A secondary hospital in Israel",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:45 PM - 2:57 PM,"Maya Polashenski, MD | Regev Cohen, M.D. | Blake A. Jennewein, PharmD | Morgan Walker, MD | Pnina Shitrit, MD (she/her/hers)"
811,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=811,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Ana González, n/a",,,Universidad del Desarrollo,"SANTIAGO, Region Metropolitana, Chile",8,"Ana González, n/a; Carolina López, PhD; Valeria Quiroz, n/a; Katherine Soto, n/a; Christina Schuh, PhD; Alejandro Vila, PhD (he/him/his); Lorena Díaz, PhD; Jose Munita, MD",2,"\1: SHIONOGI and CO., LTD.: Grant/Research Support | \1: MSD LATAM: Grant/Research Support; Pfizer, Inc.: Grant/Research Support",5,"Carbapenem-resistant Enterobacterales surveillance and increase in New Delhi Metallo-β-lactamase producing CRE–New York City, 2019–2024 | β-lactam-β-lactamase Inhibitor Combinations Show a High Degree of Cross Resistance in Gram-negative Bacteria But Not to Cefiderocol; Results from the SENTRY Antimicrobial Surveillance Program (2020-2024) | Characterizing a Sulbactam-Durlobactam Challenge Set of Acinetobacter baumannii Surveillance Isolates with Rapid Genotypic Testing (Carba-R) and Whole Genome Sequencing | Investigating the Molecular Epidemiology of Extended-Spectrum β-Lactamase Producing Enterobacterales Among Patients Admitted to the Intensive Care Unit | Sedation-Driven Variability in Antibiotic Response of Stenotrophomonas maltophilia",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:45 PM - 2:57 PM,"Katelynn Devinney, MPH | Boudewijn L. DeJonge, PhD | Tomefa E. Asempa, PharmD | Sima L. Sharara, MD | Elizabeth May, B.S., PharmD candidate"
812,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=812,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Emily Moore, MD",,,Vanderbilt University Medical Center,"Nashville, Tennessee, United States",4,"Emily Moore, MD; Anastasia Cajigal, MPH, CPH; Christine Thomas, DO, MPH; Amber Coyne, MPH",0,,5,"Epidemiology of three vaccine-preventable infectious diseases within United States immigration detention centers, 2019 through 2023 | Utilizing Susceptible-Infected-Recovered (SIR) Modeling in Colorado Schools and Childcare Facilities to Identify Schools Most Susceptible to Measles Outbreaks | Patient Demographics and Isolate Characteristics for Candida auris Cases — New York City, 2016–2024 | Predicting Hospitalizations for Influenza, Respiratory Syncytial Virus, and COVID-19 Using Wastewater Surveillance: A Causal Analysis | Mpox Vaccine Uptake among Black Sexual Minority Men",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:45 PM - 2:57 PM,"Ribhav Gupta, MD, MSc | Paul G. Mitchell, MD (he/him/his) | Michelle E. Chang, MD (she/her/hers) | Maria Akiki, MD (she/her/hers) | Samuel Opara, MBBS, MPH (he/him/his)"
813,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=813,,,0,Oral Abstract,,251 - Transmission Interrupted: New Approaches to STI Care,251 - Transmission Interrupted: New Approaches to STI Care,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Sarah Naz-McLean, MSc",Division of Infectious Diseases,,Brigham and Women's Hospital,"Boston, Massachusetts, United States",5,"Sarah Naz-McLean, MSc; Lisa Cosimi, MD; Ann Woolley, MD; Ann Burchell, MSc, PhD; Amaya Perez-Brumer, MSc, PhD",0,,5,"A Care Continuum for Doxycycline as Post-Exposure Prophylaxis against Bacterial Sexually Transmitted Infections in Black Sexual Minority Men | mRNA-1608, an mRNA-Based Therapeutic Genital Herpes Vaccine Candidate: Interim Safety, Immunogenicity and Clinical Endpoint Results from a Phase 1/2, Randomized, Observer-Blind, Controlled, Dose-Ranging Trial | The Complete Story: Packaged Testing and the Gaps in Sexually Transmitted Infection Screening | Expedited Partner Therapy Following Gonorrhea/Chlamydia Infection Among Sexual Minority Men in Peru: A Randomized Controlled Trial | Subgroup Analyses of Microbiological Cure Rates by Baseline Zoliflodacin MIC and Susceptibility to Ciprofloxacin in Participants from the Global Zoliflodacin Phase 3 Randomized Controlled Trial",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Samuel Opara, MBBS, MPH (he/him/his) | Anna Wald, MD, MPH | Tri Pham, MD MPH | Jesse Clark | Sarah McLeod, PhD (she/her/hers)"
814,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=814,,,0,Oral Abstract,,250 - The Many Faces of MDRO,250 - The Many Faces of MDRO,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Morgan Walker, MD",,,National Institutes of Health,"Bethesda, Maryland, United States",8,"Morgan Walker, MD; Scott Sorongon, BA; Jonathan Baghdadi, MD, PhD; Katherine Goodman, PhD, JD; Sarah Warner, MPH; Emily Ricotta, PhD, MSc; Anthony Harris, MD, MPH; Sameer Kadri, MD, MS, FIDSA",3,\1: No financial relationships to disclose. | \1: UpToDate Wolters Kluwer Health: Infection control section editor | \1: No financial relationships to disclose.,5,"'Urine' the Know: A Simple Approach for Detecting Candida auris Sooner, and the Emergence of Clade III Candida auris in NY | Mortality Impact of Carbapenem-Resistant Acinetobacter baumannii (CRAB) Colonization and Infection: A Retrospective Cohort Study | Effect of Liberalized Daptomycin and Linezolid Use on Resistance in Staphylococcus and Enterococcus Isolates | Playing Keep Away—The Practice of Contact Precautions for Multidrug-Resistant Organisms (MDRO): A Survey of the Society for Healthcare Epidemiology of America (SHEA) Research Network and Affiliated US-based Hospitals | evaluation of Carbapenemas-producing enterobacterales (CPE) clearance protocol in A secondary hospital in Israel",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Maya Polashenski, MD | Regev Cohen, M.D. | Blake A. Jennewein, PharmD | KC Coffey, MD, MPH | Pnina Shitrit, MD (she/her/hers)"
815,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=815,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Sima Sharara, MD",Infectious Diseases Fellow,,Johns Hopkins Hospital,"Baltimore, MD, United States",8,"Sima Sharara, MD; Patricia Simner, PhD; Yehudit Bergman, MS; Emily Jacobs, BA (she/her/hers); Suiyini Fiawoo, MD/MHS; Eili Klein, PhD; Sara Cosgrove, MD, MS; Pranita Tamma, MD, MHS",1,\1: No financial relationships to disclose.,5,"Carbapenem-resistant Enterobacterales surveillance and increase in New Delhi Metallo-β-lactamase producing CRE–New York City, 2019–2024 | β-lactam-β-lactamase Inhibitor Combinations Show a High Degree of Cross Resistance in Gram-negative Bacteria But Not to Cefiderocol; Results from the SENTRY Antimicrobial Surveillance Program (2020-2024) | Characterizing a Sulbactam-Durlobactam Challenge Set of Acinetobacter baumannii Surveillance Isolates with Rapid Genotypic Testing (Carba-R) and Whole Genome Sequencing | Protective Role of Outer Membrane Vesicles Released by Carbapenemase-Producing Klebsiella pneumoniae Clinical Isolates Against Carbapenems and Cefiderocol | Sedation-Driven Variability in Antibiotic Response of Stenotrophomonas maltophilia",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Katelynn Devinney, MPH | Boudewijn L. DeJonge, PhD | Tomefa E. Asempa, PharmD | Ana M. González, n/a | Elizabeth May, B.S., PharmD candidate"
816,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=816,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Maria Akiki, MD (she/her/hers)",Internal Medicine Resident,Internal Medicine,University of Connecticut,"Hartford, CT, United States",3,"Maria Akiki, MD (she/her/hers); Ali Hemade, MD; Jihad Slim, MD, FACP",0,,5,"Epidemiology of three vaccine-preventable infectious diseases within United States immigration detention centers, 2019 through 2023 | Utilizing Susceptible-Infected-Recovered (SIR) Modeling in Colorado Schools and Childcare Facilities to Identify Schools Most Susceptible to Measles Outbreaks | Patient Demographics and Isolate Characteristics for Candida auris Cases — New York City, 2016–2024 | Evaluation of the Burden of Injection Drug Use-Related Infections in Tennessee | Mpox Vaccine Uptake among Black Sexual Minority Men",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:09 PM - 2:21 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Ribhav Gupta, MD, MSc | Paul G. Mitchell, MD (he/him/his) | Michelle E. Chang, MD (she/her/hers) | Emily Moore, MD | Samuel Opara, MBBS, MPH (he/him/his)"
817,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=817,,,0,Oral Abstract,,251 - Transmission Interrupted: New Approaches to STI Care,251 - Transmission Interrupted: New Approaches to STI Care,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Tri Pham, MD MPH",Resident Physician,Department of Internal Medicine,Washington University in St. Louis School of Medicine,"St. Louis, MO, United States",6,"Tri Pham, MD MPH; Nick Cardoza, BS; Germysha Little, PhD; Andrew Atkinson, PhD; Benjamin Cooper, MPH; Hilary Reno, MD, PhD (she/her/hers)",1,\1: Hologic Inc: Grant/Research Support,5,"A Care Continuum for Doxycycline as Post-Exposure Prophylaxis against Bacterial Sexually Transmitted Infections in Black Sexual Minority Men | mRNA-1608, an mRNA-Based Therapeutic Genital Herpes Vaccine Candidate: Interim Safety, Immunogenicity and Clinical Endpoint Results from a Phase 1/2, Randomized, Observer-Blind, Controlled, Dose-Ranging Trial | Disparities in Screening and Test Positivity for Chlamydia and Gonorrhea Among Adolescent and Young Adult Women in a Massachusetts Integrated Healthcare System, 2016–2024 | Expedited Partner Therapy Following Gonorrhea/Chlamydia Infection Among Sexual Minority Men in Peru: A Randomized Controlled Trial | Subgroup Analyses of Microbiological Cure Rates by Baseline Zoliflodacin MIC and Susceptibility to Ciprofloxacin in Participants from the Global Zoliflodacin Phase 3 Randomized Controlled Trial",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Samuel Opara, MBBS, MPH (he/him/his) | Anna Wald, MD, MPH | Sarah Naz-McLean, MSc | Jesse Clark | Sarah McLeod, PhD (she/her/hers)"
818,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=818,,,0,Oral Abstract,,250 - The Many Faces of MDRO,250 - The Many Faces of MDRO,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Blake Jennewein, PharmD","Clinical Pharmacy Specialist, Infectious Diseases",,Carilion Clinic,"Roanoke, Virginia, United States",4,"Blake Jennewein, PharmD; Karrine Brade, PharmD; Meghan Jeffres, PharmD (she/her/hers); Douglas Fish, PharmD",0,,5,"'Urine' the Know: A Simple Approach for Detecting Candida auris Sooner, and the Emergence of Clade III Candida auris in NY | Mortality Impact of Carbapenem-Resistant Acinetobacter baumannii (CRAB) Colonization and Infection: A Retrospective Cohort Study | Broader Empiric Therapy or Rapid Diagnostics for Hospital-onset Sepsis? A Retrospective Cohort Study of Antibiotic Resistance Prevalence and Empiric Antibiotic Adequacy | Playing Keep Away—The Practice of Contact Precautions for Multidrug-Resistant Organisms (MDRO): A Survey of the Society for Healthcare Epidemiology of America (SHEA) Research Network and Affiliated US-based Hospitals | evaluation of Carbapenemas-producing enterobacterales (CPE) clearance protocol in A secondary hospital in Israel",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Maya Polashenski, MD | Regev Cohen, M.D. | Morgan Walker, MD | KC Coffey, MD, MPH | Pnina Shitrit, MD (she/her/hers)"
819,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=819,,,0,Oral Abstract,,248 - Resistance Mechanisms and Epidemiology,248 - Resistance Mechanisms and Epidemiology,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Tomefa Asempa, PharmD",Associate Director,Center for Anti-Infective Research and Development,Hartford Hospital,"Hartford, CT, United States",2,"Tomefa Asempa, PharmD; David Nicolau, PharmD",0,,5,"Carbapenem-resistant Enterobacterales surveillance and increase in New Delhi Metallo-β-lactamase producing CRE–New York City, 2019–2024 | β-lactam-β-lactamase Inhibitor Combinations Show a High Degree of Cross Resistance in Gram-negative Bacteria But Not to Cefiderocol; Results from the SENTRY Antimicrobial Surveillance Program (2020-2024) | Investigating the Molecular Epidemiology of Extended-Spectrum β-Lactamase Producing Enterobacterales Among Patients Admitted to the Intensive Care Unit | Protective Role of Outer Membrane Vesicles Released by Carbapenemase-Producing Klebsiella pneumoniae Clinical Isolates Against Carbapenems and Cefiderocol | Sedation-Driven Variability in Antibiotic Response of Stenotrophomonas maltophilia",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Katelynn Devinney, MPH | Boudewijn L. DeJonge, PhD | Sima L. Sharara, MD | Ana M. González, n/a | Elizabeth May, B.S., PharmD candidate"
820,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=820,,,0,Oral Abstract,,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,245 - Epi in Action: Data-Driven Approaches to Infectious Diseases,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Michelle Chang, MD (she/her/hers)",Epidemic Intelligence Service Officer,,Centers for Disease Control and Prevention,"New York, NY, United States",8,"Michelle Chang, MD (she/her/hers); Thomas Portier, MPH; Katelynn Devinney, MPH; Molly Kratz, MPH; Addie Crawley, MPH; Nicole Burton, PhD, MPH; William Greendyke, MD; Tristan McPherson, MD (he/him/his)",0,,5,"Epidemiology of three vaccine-preventable infectious diseases within United States immigration detention centers, 2019 through 2023 | Utilizing Susceptible-Infected-Recovered (SIR) Modeling in Colorado Schools and Childcare Facilities to Identify Schools Most Susceptible to Measles Outbreaks | Predicting Hospitalizations for Influenza, Respiratory Syncytial Virus, and COVID-19 Using Wastewater Surveillance: A Causal Analysis | Evaluation of the Burden of Injection Drug Use-Related Infections in Tennessee | Mpox Vaccine Uptake among Black Sexual Minority Men",1:45 PM - 1:57 PM | 1:57 PM - 2:09 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Ribhav Gupta, MD, MSc | Paul G. Mitchell, MD (he/him/his) | Maria Akiki, MD (she/her/hers) | Emily Moore, MD | Samuel Opara, MBBS, MPH (he/him/his)"
821,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=821,,,0,Oral Abstract,,251 - Transmission Interrupted: New Approaches to STI Care,251 - Transmission Interrupted: New Approaches to STI Care,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Anna Wald, MD, MPH",Professor,,University of Washington,"Seattle, WA, United States",15,"Anna Wald, MD, MPH; Christy Comeaux, MD, PhD; Alan Embry, PhD; Kenneth H. Mayer, MD (he/him/his); Rekha Rapaka, MD, PhD; Lei Gao, PhD; Zhantao Lin, PhD; Philip Buck, PhD, MPH; Sumana Chandramouli, PhD; Jamie Rosen, n/a; Jessica Winer, n/a; Adrienne Dunn, n/a; Haixing Wang, PhD; Alec Freyn, PhD; Robert Paris, MD",1,"\1: Gilead Biosciences: Advisor/Consultant, Grant/Research Support; GSK/ViiV Healthcare: Advisor/Consultant, Grant/Research Support; Merck and Company, Inc.: Advisor/Consultant, Grant/Research Support; Moderna, Inc.: Grant/Research Support",5,"A Care Continuum for Doxycycline as Post-Exposure Prophylaxis against Bacterial Sexually Transmitted Infections in Black Sexual Minority Men | The Complete Story: Packaged Testing and the Gaps in Sexually Transmitted Infection Screening | Disparities in Screening and Test Positivity for Chlamydia and Gonorrhea Among Adolescent and Young Adult Women in a Massachusetts Integrated Healthcare System, 2016–2024 | Expedited Partner Therapy Following Gonorrhea/Chlamydia Infection Among Sexual Minority Men in Peru: A Randomized Controlled Trial | Subgroup Analyses of Microbiological Cure Rates by Baseline Zoliflodacin MIC and Susceptibility to Ciprofloxacin in Participants from the Global Zoliflodacin Phase 3 Randomized Controlled Trial",1:45 PM - 1:57 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Samuel Opara, MBBS, MPH (he/him/his) | Tri Pham, MD MPH | Sarah Naz-McLean, MSc | Jesse Clark | Sarah McLeod, PhD (she/her/hers)"
822,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=822,,,0,Oral Abstract,,250 - The Many Faces of MDRO,250 - The Many Faces of MDRO,"Wednesday, October 22, 2025",1:45 PM - 3:00 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Regev Cohen, M.D.",Dr.,Infectious Diseases and Infection Control Units,"Technion University, Haifa","Netanya, HaMerkaz, Israel",14,"Regev Cohen, M.D.; Shelly Lipman-Arens, Dr.; Yael Galnoor-Tene, Dr.; Linor Ishay, MD; Olga Feld-Simon, Dr.; Lamis Mahamid, Dr.; Orna Ben-Natan, Dr.; Aliza Vaknin, Mrs.; Mohammed Ganayem, Mr.; Milena Pitashny, Dr.; Alvira Zbiger, Mrs.; Rene Abilevitch, Mrs.; Said Younis, Dr.; Elias Tannous, Dr.",0,,5,"'Urine' the Know: A Simple Approach for Detecting Candida auris Sooner, and the Emergence of Clade III Candida auris in NY | Effect of Liberalized Daptomycin and Linezolid Use on Resistance in Staphylococcus and Enterococcus Isolates | Broader Empiric Therapy or Rapid Diagnostics for Hospital-onset Sepsis? A Retrospective Cohort Study of Antibiotic Resistance Prevalence and Empiric Antibiotic Adequacy | Playing Keep Away—The Practice of Contact Precautions for Multidrug-Resistant Organisms (MDRO): A Survey of the Society for Healthcare Epidemiology of America (SHEA) Research Network and Affiliated US-based Hospitals | evaluation of Carbapenemas-producing enterobacterales (CPE) clearance protocol in A secondary hospital in Israel",1:45 PM - 1:57 PM | 2:09 PM - 2:21 PM | 2:21 PM - 2:33 PM | 2:33 PM - 2:45 PM | 2:45 PM - 2:57 PM,"Maya Polashenski, MD | Blake A. Jennewein, PharmD | Morgan Walker, MD | KC Coffey, MD, MPH | Pnina Shitrit, MD (she/her/hers)"
