co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Kevin Bakker, PhD",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robert Nachbar, PhD",,,,,,,,,,"Rachel Oidtman, PhD",,"Associate Principal ScientistMerck & Co., Inc.Lansdale, Pennsylvania, United States",,,,,,,,,,,"Giulio Meleleo, PhD",,,,,,,"Wolfram Research, Inc.Champaign, Illinois, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=11,,"Wolfram Research, Inc.Champaign, Illinois, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Principal ScientistMerck & Co., Inc., Rahway, NJ, USAPhiladelphia, Pennsylvania, United States","Oluwaseun Sharomi, MSc, PhD",,,,,,,,,,,Location: Halls JK,,,,(P-12) Evaluating the Epidemiological Impact of Lowering the Recommended Age for Adult Pneumococcal Vaccination in the United States,,,,Poster Session:,,"Principal ScientistMerck & Co., Inc.Lansdale, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
,,"Pawat Phuensan, MD, MSc (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,694821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thanasate Roongjiraroj, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=12,,"King Chulalongkorn Memorial Hospital, Phramongkutklao College of MedicineBangkok, Krung Thep, Thailand",,,,,12:15 PM – 1:30 PM US PT,,,,,"Clinical instructorKing Chulalongkorn Memorial Hospital, Krung Thep, Thailand",,,,,,,,,,,,Location: Halls JK,,,,"(P-13) Awareness, Attitudes, Knowledge and Barriers Related to Adult Pneumococcal Vaccination among Internal Medicine Residents and Fellows in University Hospital, Thailand",,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,"EpidemiologistGSKRockville, Maryland, United States","Bradley Ackerson, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,"Justine De Jesus, MPH",,"Dr.Kaiser Permanente Southern CaliforniaPasadena, California, United States",,I1. Adult Vaccines,,"Yi Luo, PhD",695518,,,,,,,,,"Ana Florea, PhD, MPH",,"Kaiser Permanente South CaliforniaSan Gabriel, California, United States",,"Avanish Patel, MD",,,,"Research Associate IIIKaiser Permanente Southern CaliforniaPasadena, California, United States",,,,,,,,,,,,,,"Jennifer H. Ku, PhD MPH (she/her/hers)","Dr.Kaiser Permanente Southern CaliforniaPasadena, California, United States","Lei Qian, PhD",,,"Harry Seifert, MD. MSCE, FISPE",,,,,,"GastroenterologyKaiser Permanente Southern CaliforniaPasadena, California, United States","Jun Wu, MD, MS",,"Biostatistician IIKaiser Permanente Southern CaliforniaPasadena, California, United States","Hung Fu Tseng, PhD MPH",,"Yanjun Cheng, Master of Science",,,,,,"GSKMontreal, Quebec, Canada",,"Emily Rayens, PhD, MPH (she/her/hers)",,"GSKRockville, Maryland, United States",,,,,"Research Scientist IKaiser Permanente Southern CaliforniaPasadena, California, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=13,,"Post-Doctoral Research FellowKaiser Permanente Southern CaliforniaPasadena, California, United States",,,,"Research Project ManagerKaiser Permanente Southern CaliforniaPasadena, California, United States",12:15 PM – 1:30 PM US PT,,,"GSKWynnewood, Pennsylvania, United States",,"Co-InvestigatorKaiser Permanente Southern CaliforniaPasadena, California, United States","Lina S. Sy, MPH","Britta Amundsen, MA",,,"Research Associate IIIKaiser Permanente Southern CaliforniaPasadena, California, United States","Zendi Solano, BS",,"Post doctoral research fellowKaiser Permanente Southern CaliforniaPasadena, California, United States",,,,Location: Halls JK,,,,(P-14) Vaccine Effectiveness and Safety of Recombinant Zoster Vaccine in Inflammatory Bowel Disease Patient Populations Aged 50 Years and Older,,"Driss Oraichi, PhD",,Poster Session:,"Huifeng Yun, MD, PhD","Ms.Kaiser Permanente Southern CaliforniaPasadena, California, United States",,,,,,,,,,,,,"Post-Doctoral Research FellowKaiser Permanente Southern CaliforniaPasadena, California, United States",,,,"Elizabeth Chmielewski-Yee, PhD, MPH",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main content div not found,,,,,,,,,,,,,,,,,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Darshan Mehta, PhD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aaron Situ, MSc",,,,,,,,,,"Yoonyoung Park, ScD",,"Director, Lead Epidemiologist Moderna, IncBelmont, Massachusetts, United States",,,,,,,,,,,"Tianyu Sun, PhD",,,,,,,"Moderna, Inc.Cambridge, Massachusetts, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=15,,"Moderna, Inc.Cambridge, Massachusetts, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director Health Economics and Outcomes ResearchModerna, Inc.Cambridge, Massachusetts, United States","Jane Wang, MS",,,,,,,,,,,Location: Halls JK,,,,(P-16) Hospitalization rates among population receiving flu vaccine only as compared to population co-administered with flu and COVID-19 vaccine in 2022/2023 season,,,,Poster Session:,,"Moderna, Inc.Cambridge, Massachusetts, United States",,,,,,,,,,,,,,,,,,,
,,"Desmond Curran, PhD",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sean Matthews, MSc",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=16,,"Mr.GSKDublin, Dublin, Ireland",,,,,12:15 PM – 1:30 PM US PT,,,,,"Senior Director, Vaccine Value EvidenceGSKWavre, Vlaams-Brabant, Belgium","Nikolaos Giannelos, PhD",,,,,,,,,,,Location: Halls JK,,,,"(P-17) Worldwide Impact of Increased Recombinant Zoster Vaccine Coverage on the Burden of Herpes Zoster, based on 11-year Clinical Trial Follow-up Data, in Adults Aged ?50 Years",,,,Poster Session:,,"GSKWavre, Brabant Wallon, Belgium",,,,,,,,,,,,,,,,,,,
,,"Nicole Cossrow, PhD",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Valina C. McGuinn, BS",695444,,,,,,,,,,,"Director, Outcomes ResearchMerck & Co., IncNorth Wales, PA, United States",,,,,,,,,,,,,,,,,,,,,"Senior SpecialistMerckPhiladelphia, Pennsylvania, United States","Lei Ai, Ph.D.",,,,,,,,,,"Salini Mohanty, DrPH, MPH (she/her/hers)",,"Associate Director Merck & Co., IncRahway, New Jersey, United States",,,"Kelly D. Johnson, PhD",,,,,,,,"M. Doyinsola Bailey, PHD, MPH",,,,,,,"MerckRahway, New Jersey, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=17,,"Merck & Co., Inc., Rahway, NJ, USAPhiladelphia, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Senior Principal ScientistMerck & Co, Inc.Kenilworth, New Jersey, United States","Yi-Ling Huang, PhD",,,,,,,,,,,Location: Halls JK,,,,(P-18) Incidence of Pneumococcal Disease and Vaccination Coverage among US Adults by Age and Risk Groups,,,,Poster Session:,,"MerckBoston, Massachusetts, United States",,,,,,,,,,,,,,,,,,,
,,"Huifeng Yun, MD, PhD",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Ramsanjay RK, B.Tech Mechanical Engineering",695445,,,,,,,,,,,"GSK, Rockville, MD, USARockville, Maryland, United States",,,,,,,,,,,,,,,,,,,,,"GSKBengaluru, Karnataka, India","Emmanuel Aris, PhD",,,,,,,,,,"Nathalie Servotte, PhD",,"GSKWavre, Brabant Wallon, Belgium",,,"Agnes Mwakingwe-Omar, MD, PhD",,,,,,,,"Dagna Constenla, PhD, MPA, MPhil, BA",,,,,,,"Lead Real World Data & AnalyticsGSKWavre, Brabant Wallon, Belgium",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=18,,"GSKRockville, Maryland, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"EpidemiologistGSKRockville, Maryland, United States","Germain Lonnet, MSc.",,,,,,,,,,,Location: Halls JK,,,,(P-19) The Adjuvanted Recombinant Zoster Vaccine Is Effective in Preventing Herpes Zoster (HZ) Among Patients ? 50 Years of Age (YOA) With Selected Autoimmune Diseases in the United States: A Real-World Database Analysis (2018–2021),,,,Poster Session:,,"GSKWavre, Brabant Wallon, Belgium",,,,,,,,,,,,,,,,,,,
,,"Eliana Biundo, MSc (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Jorge Jacob, MSc",,,,I1. Adult Vaccines,,"Daniel Heinze, PhD",695115,,,,,,,,,"Frederik Verelst, PhD",,"GSKParis, Ile-de-France, France",,"Hiral Shah, PhD",,,,"IQVIALondon, England, United Kingdom",,,,,,,,,,,,,,,"GSKMunich, Bayern, Germany","Pavo Marijic, PhD",,,,,,,,,"GSKWavre, Brabant Wallon, Belgium","Alexander Heiseke, PhD",,"GSKMunich, Bayern, Germany",,,"Nicolas Jamet, PharmD",,,,,,,,"Victoria G. Soares, MBA",,,,,,,"GSKMunich, Bayern, Germany",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=19,,"GSKWavre, Brabant Wallon, Belgium",,,,"GSKWavre, Brabant Wallon, Belgium",12:15 PM – 1:30 PM US PT,,,,,"Senior DirectorGSKWavre, Brabant Wallon, Belgium","Maria Waize, MSc","Stavros Oikonomou, MSc",,,"IQVIASofia, Sofiya, Bulgaria","Pavitra Deeywadaa, MBBS, MD",,,,,,Location: Halls JK,,,,(P-20) Estimating the Public Health Impact of Pertussis Decennial Booster Vaccination for German Adults,,,,Poster Session:,,"GSKMunich, Bayern, Germany",,,,,,,,,,,,,"GSKWavre, Brabant Wallon, Belgium",,,,,,
,,"Sarah E. Williams, MD, MPH (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassandra Hall-Murray, PharmD",,,,,,,,,,"Bradford D. Gessner, M.D., M.P.H.",,"Vice President Global Medical Lead for Respiratory VaccinesPfizer Biopharma GroupCollegeville, Pennsylvania, United States",,,,,,,,,,,"Elizabeth Begier, MD,  M.P.H.",,,,,,,"Senior Director, Vaccines Medical Development and Scientific AffairsPfizer, Inc.Collegeville, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=20,,"Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine ProgramPfizer VaccinesDublin, Dublin, Ireland",,,,,12:15 PM – 1:30 PM US PT,,,,,"Senior Director Medical AffairsPfizer VaccinesNashville, Tennessee, United States","Kumar Ilangovan, MD, MSPH, MMCi (he/him/his)",,,,,,,,,,,Location: Halls JK,,,,(P-21) Comparison of Three RSV Vaccine Lower Respiratory Tract Disease Primary Endpoint Definitions for Adult Vaccine,,,,Poster Session:,,"Director, Clinician Medical MonitorVaccine Research and Development, Pfizer, USARaleigh, North Carolina, United States",,,,,,,,,,,,,,,,,,,
,"Measured Solutions for Health Pty. Ltd., Alphington, AustraliaAlphington, Victoria, Australia","José Bartelt-Hofer, Dr. (he/him/his)",,,,"Thursday, October 17, 2024",,,"Lana Allen, n/a",,,,I1. Adult Vaccines,,"Mvuyo Makhasi, Dr.",695243,,,,,,,,,"Fahima Moosa, n/a",,"Department of Infectious Diseases, University of MelbourneMelbourne, Victoria, Australia",,"Sibongile Walaza, Dr.",,,,"Discipline of General Practice, University of Adelaide, AustraliaAdelaide, South Australia, Australia",,,,,,,,,,,,,,"Anne Von Gottberg, Prof. Dr.","Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa","Erica Dueger, Dr.",,,"Cheryl Cohen, n/a",,,,,,"Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa","Nigel Stocks, Prof. Dr.",,"Discipline of General Practice, University of Adelaide, AustraliaA, South Australia, Australia",,,"Sheena Sullivan, Dr.",,,,,,"Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa",,"Jessie Edwards, Dr.",,"Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa",,,,,"Sanofi Vaccines, Lyon FranceLyon, Rhone-Alpes, France",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=21,,"Discipline of General Practice, University of Adelaide, AustraliaAdelaide, South Australia, Australia",,,,"Discipline of General Practice, University of Adelaide, AustraliaAdelaide, South Australia, Australia",12:15 PM – 1:30 PM US PT,,,"Centre for Respiratory Disease and Meningitis, National Institute for Communicable Diseases, Johannesburg, South Africa.Johannesburg, Gauteng, South Africa",,"Project Lead, Global Health Economics and Outcomes ResearchSanofi Vaccines, Lyon FranceLyon, Rhone-Alpes, France","Jocelyn Moyes, Dr.","Daniel Blakeley, n/a",,,"Discipline of General Practice, University of Adelaide, AustraliaAdelaide, South Australia, Australia","Monique Chilver, MPH",,"Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa",,,,Location: Virtual,,,,(P-22) Implementing Patient-Reported Outcomes in Community Screening Programs: Results from the 2023 Southern Hemisphere Influenza Season,,"Mignon Du Plessis, Dr.",,Poster Session:,"Richard Osborne, Prof. Dr.","Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa",,,,,,,,,,,,,"Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South AfricaJohannesburg, Gauteng, South Africa",,,,"Nicole Wolter, MD",,
,,"Gary S. Nabors, PhD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur Baran, MS",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=22,,"Director of Product DevelopmentAppili TherapeuticsFrederick, Maryland, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Chief Development OfficerAppili TherapeuticsLaytonsville, Maryland, United States","Carl Gelhaus, Ph.D.",,,,,,,,,,,Location: Halls JK,,,,"(P-24) Toward the clinical development of ATI-1701, a genetically defined live attenuated tularemia vaccine",,,,Poster Session:,,"Director of Nonclinical ResearchAppili TherapeuticsFrederick, Maryland, United States",,,,,,,,,,,,,,,,,,,
,,"Haya Hayek, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Yasmeen Z. Qwaider, MD",,,,I1. Adult Vaccines,,"Daniel Dulek, MD",695129,,,,,,,,,"Edgar T. Overton, MD",,"Vanderbilt University Medical CenterNashville, Tennessee, United States",,"Justin Z. Amarin, MD (he/him/his)",,,,"Vanderbilt University Medical CenterNashville, Tennessee, United States",,,,,,,,,,,,,,"Michael Ison, MD MS (he/him/his)","Assistant ProfessorVanderbilt University Medical CenterNashville, Tennessee, United States","Lora D. Thomas, MD",,,"Natasha B. Halasa, MD, MPH (she/her/hers)",,,,,,"Clinical Research Coordinator IIIVanderbilt University Medical CenterNashville, Tennessee, United States","Lubna Hamdan, MD",,"Vanderbilt University Medical CenterNashville, Tennessee, United States",,,"Zaid Haddadin, MD",,,,,,"Assistant ProfessorVanderbilt University Medical CenterNashville, Tennessee, United States",,"Einas Batarseh, MD, MPH",,"Associate ProfessorFred Hutchinson Cancer Research CenterSeattle, Washington, United States",,,,,"Assistant ProfessorVirginia Commonwealth UniversityRichmond, Virginia, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=23,,"Vanderbilt University Medical CenterNashville, Tennessee, United States",,,,"StudentVanderbilt University Medical CenterNashville, Tennessee, United States",12:15 PM – 1:30 PM US PT,,,"Craig Weaver Professor of PediatricsVanderbilt University Medical CenterNashville, TN, United States",,"Postdoctoral Research FellowVanderbilt University Medical CenterNashville, Tennessee, United States","Tess Stopczynski, MS (she/her/hers)","Laura S. Stewart, PhD",,,"Program ManagerVanderbilt University Medical CenterNashville, Tennessee, United States","Olla Hamdan, B.Pharm (she/her/hers)",,"ChiefRespiratory Diseases Branch, DMID/NIAID/NIHDerwood, MD, United States",,,,Location: Halls JK,,,,(P-25) Evaluating the Immunogenicity and Safety of Either Two High-Dose or Two Standard-Dose Influenza Vaccines Over Two Consecutive Seasons in Adult Hematopoietic Cell Transplant Recipients,,"Andrew J. Spieker, PhD",,Poster Session:,,"BiostatisticianVanderbilt University Medical CenterNashville, Tennessee, United States",,,,,,,,,,,,,"Professor of MedicineUniversity of Alabama at BirminghamBirmingham, AL, United States",,,,"Steven A. Pergam, MD, MPH",,
,,"Heather M. Wang, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Jared Walsh, MD",695275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutgers NJMSNewark, New Jersey, United States","Nikita Tangella, MD",,,,,,,,,,"Piyumika de Silva, MD",,"Rutgers NJMSNewark, New Jersey, United States",,,,,,,,,,,"Shirin Voss, MD",,,,,,,"Rutgers NJMSNewark, New Jersey, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=24,,"Rutgers NJMSNewark, New Jersey, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident PhysicianRutgers NJMSNewark, New Jersey, United States","Divya Viswanathan, MD",,,,,,,,,,,Location: Halls JK,,,,(P-26) Increasing HPV Vaccination Rates in an Underserved Urban Population,,,,Poster Session:,,"Rutgers NJMSNewark, New Jersey, United States",,,,,,,,,,,,,,,,,,,
,,"Ivanshi Gondalia, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,691633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jose Cadena-Zuluaga, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=25,,"University of Texas health and science center San Antonio, Audie L. Murphy VA Medical CenterSan Antonio, Texas, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Diseases FellowUniversity of Texas at San AntonioSan Antonio, Texas, United States","Delvina Ford, BSN, RN, CIC, CCRN-k",,,,,,,,,,,Location: Halls JK,,,,(P-27) Impact of RSV( respiratory syncytial virus) Infection at ALM-VA,,,,Poster Session:,,"Nurse Manager Infection PreventionSouth Texas Veterans Health Care SystemSan Antonio, Texas, United States",,,,,,,,,,,,,,,,,,,
,,"Joaquin F. Mould-Quevedo, PhD",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Richard M. Zur, n/a",695277,,,,,,,,,,,"IQVIAFalls Church, Virginia, United States",,"Daniel Yu, n/a",,,,,,,,,,,,,,,,,,,"IQVIAFalls Church, Virginia, United States","Liliane Mofor, n/a",,,,,,,,,"CSL Seqirus AustraliaMelbourne, Victoria, Australia","Pablo Anaya, n/a",,"IQVIAFalls Church, Virginia, United States",,,"Emily B. Kahn, n/a",,,,,,,,"Myron J. Levin, MD",,,,,,,"CSL Seqirus USASummit, New Jersey, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=26,,"ProfessorUniversity of Colorado Denver School of MedicineAurora, Colorado, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Global Health Economics and Value Strategy Senior DirectorCSL Seqirus Inc.Summit, New Jersey, United States","Neda Al Rawashdh, n/a",,,,,,,,,,,Location: Halls JK,,,,(P-28) A Clinical and Economic Comparison of Non-Egg Influenza Vaccines in Adults 18-64 Years in the U.S.,,,,Poster Session:,,"IQVIAFalls Church, Virginia, United States",,,,,,,,,,,,,,,,,,,
,,"Justin Gatwood, PhD, MPH",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,,695322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chi-Chang Chen, PhD, MSPharm",,,,,,,,,,"Nikita Stempniewicz, MSc",,"Director, US Vaccines Health Economics and Outcomes ResearchGSKPhiladelphia, Pennsylvania, United States",,,,,,,,,,,"Catherine B. McGuiness, MA, MS",,,,,,,"Principal, Medical and Scientific ServicesIQVIAPlymouth Meeting, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=27,,"Senior ConsultantIQVIAPlymouth Meeting, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, US HEOR, VaccinesGSKPhiladelphia, Pennsylvania, United States","Marie Yasuda, PharmD, MS",,,,,,,,,,,Location: Halls JK,,,,(P-29) Recombinant Zoster Vaccine Uptake Among Immunocompromised US Adults,,,,Poster Session:,,"IQVIAWayne, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
,,"Justin Gatwood, PhD, MPH",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Nikita Stempniewicz, MSc",695315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Director, US Vaccines Health Economics and Outcomes ResearchGSKPhiladelphia, Pennsylvania, United States","Bhanu Inuganti, MSc",,,,,,,,,,"Carol A. Forbes, PhD",,"Senior Research ScientistEvideraLondon, England, United Kingdom",,,,,,,,,,,"Sophie Dodman, BSc",,,,,,,"EvideraLondon, England, United Kingdom",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=28,,"EvideraLondon, England, United Kingdom",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, US HEOR, VaccinesGSKPhiladelphia, Pennsylvania, United States","Aiswarya Shree, MSc",,,,,,,,,,,Location: Halls JK,,,,(P-30) Herpes Zoster Burden among US Adults with Immunocompromising or Comorbid Conditions: A Systematic Literature Review,,,,Poster Session:,,"EvideraLondon, England, United Kingdom",,,,,,,,,,,,,,,,,,,
,,"Leah Molloy, PharmD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,I1. Adult Vaccines,,"Jeffrey D. Carter, PhD",695495,,,,,,,,,,,"Project CoordinatorPRIME EducationPhoenix, Arizona, United States",,"Kelly E. Pillinger, PharmD",,,,,,,,,,,,,,,,,,,"Director, Population Health and ResearchPRIME Education, LLCFort Lauderdale, Florida, United States","Laura Simone, PhD",,,,,,,,,"Associate Director, Scientific AffairsPRIME EducationNew York, New York, United States","Chris Napolitan, n/a",,"Managing DirectorPRIME EducationBrooklyn, New York, United States",,,"Jacqueline Maytorena, Master of Public Health",,,,,,,,"Laurie Archbald-Pannone, MD, MPH",,,,,,,"Executive Director, Scientific AffairsPRIME Education, LLCFort Lauderdale, Florida, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=29,,"University of Virginia School of MedicineCharlottesville, Virginia, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, Scientific AffairsPRIME EducationBrighton, Michigan, United States","Angie D. Settle, DNP, APRN, BC, FNP",,,,,,,,,,,Location: Halls JK,,,,(P-31) Implementation of a Multi-Faceted Intervention to Improve Vaccination Rates in Older Adults,,,,Poster Session:,,"West Virginia Health Right, Inc.Charleston, West Virginia, United States",,,,,,,,,,,,,,,,,,,
