presenting_author_details,presenting_author_name,co_authors,poster_id,url,error
"Clinical Pharmacy Specialist - Infectious Diseases;Long Island Jewish Medical Center;New Hyde Park, New York, United States","Thien-Ly Doan, PharmD, BCIDP","[{'name': 'Ryan Shou, PharmD', 'details': 'Northwell - Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Thien-Ly Doan, PharmD, BCIDP', 'details': 'Clinical Pharmacy Specialist - Infectious Diseases;Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Barbara Kamel, PharmD', 'details': 'Infectious Disease Clinical Pharmacist;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Santosh Dahal, MD', 'details': 'Northwell - Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Aya Haghamad, PharmD', 'details': 'Northwell Laboratories;Lake Success, New York, United States'}, {'name': 'Stefan Juretschko, PhD, D(ABMM)', 'details': 'Director, Division of Infectious Disease Diagnostics;Northwell Health laboratories;Little Neck, New York, United States'}, {'name': 'Henry Donaghy, MD', 'details': 'Assistant Professor of Medicine at the Zucker School of Medicine at Hofstra Northwell;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Barbara Kamel, PharmD', 'details': 'Infectious Disease Clinical Pharmacist;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Santosh Dahal, MD', 'details': 'Northwell - Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Aya Haghamad, PharmD', 'details': 'Northwell Laboratories;Lake Success, New York, United States'}, {'name': 'Stefan Juretschko, PhD, D(ABMM)', 'details': 'Director, Division of Infectious Disease Diagnostics;Northwell Health laboratories;Little Neck, New York, United States'}, {'name': 'Henry Donaghy, MD', 'details': 'Assistant Professor of Medicine at the Zucker School of Medicine at Hofstra Northwell;Northwell Health;New Hyde Park, New York, United States'}]",694535,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2211,
"Clinical Pharmacy Specialist - Infectious Diseases;Long Island Jewish Medical Center;New Hyde Park, New York, United States","Thien-Ly Doan, PharmD, BCIDP","[{'name': 'Kirby An, PharmD (he/him/his)', 'details': 'PGY-2 Infectious Disease Pharmacy Resident;Northwell - Long Island Jewish Medical Center/North Shore University Hospital;New Hyde Park, NY, United States'}, {'name': 'Thien-Ly Doan, PharmD, BCIDP', 'details': 'Clinical Pharmacy Specialist - Infectious Diseases;Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Adam Grunseich, MD', 'details': 'Northwell - Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Barbara Kamel, PharmD', 'details': 'Infectious Disease Clinical Pharmacist;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Aya Haghamad, PharmD', 'details': 'Northwell Laboratories;Lake Success, New York, United States'}, {'name': 'Jamie Lemon, PhD, D(ABMM)', 'details': 'Associate Director, Infectious Disease Diagnositics;Northwell Health Laboratories;Lake Success, New York, United States'}, {'name': 'Stefan Juretschko, PhD, D(ABMM)', 'details': 'Director, Division of Infectious Disease Diagnostics;Northwell Health laboratories;Little Neck, New York, United States'}, {'name': 'Henry Donaghy, MD', 'details': 'Assistant Professor of Medicine at the Zucker School of Medicine at Hofstra Northwell;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Adam Grunseich, MD', 'details': 'Northwell - Long Island Jewish Medical Center;New Hyde Park, New York, United States'}, {'name': 'Barbara Kamel, PharmD', 'details': 'Infectious Disease Clinical Pharmacist;Northwell Health;New Hyde Park, New York, United States'}, {'name': 'Aya Haghamad, PharmD', 'details': 'Northwell Laboratories;Lake Success, New York, United States'}, {'name': 'Jamie Lemon, PhD, D(ABMM)', 'details': 'Associate Director, Infectious Disease Diagnositics;Northwell Health Laboratories;Lake Success, New York, United States'}, {'name': 'Stefan Juretschko, PhD, D(ABMM)', 'details': 'Director, Division of Infectious Disease Diagnostics;Northwell Health laboratories;Little Neck, New York, United States'}, {'name': 'Henry Donaghy, MD', 'details': 'Assistant Professor of Medicine at the Zucker School of Medicine at Hofstra Northwell;Northwell Health;New Hyde Park, New York, United States'}]",694521,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2212,
"Professor, Pharmacy Practice;Albany College of Pharmacy and Health Sciences;Albany, New York, United States","Thomas Lodise, Jr., Pharm.D., PhD","[{'name': 'Jae Min, PhD', 'details': 'Merck;West Point, Pennsylvania, United States'}, {'name': 'Brian H. Nathanson, Ph.D.', 'details': 'President & CEO;OptiStatim LLC;Longmeadow, Massachusetts, United States'}, {'name': 'Yanbing Zhou, PhD', 'details': 'Merck;Rahway, New Jersey, United States'}, {'name': 'Emre Yucel, PhD', 'details': 'Principal Scientist;Merck & Co., Inc.;North Wales, Pennsylvania, United States'}]",694560,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2213,
"Resident Physician;Henry Ford Hospital;Detroit, Michigan, United States","Tamara Jordan, D.O., MPH, MLS (ASCP) (she/her/hers)","[{'name': 'Megha Jagannathan, MD (she/her/hers)', 'details': 'Fellow;Henry Ford Hospital;Detroit, Michigan, United States'}, {'name': 'Daniel Kinsey, D.O.', 'details': 'Henry Ford Hospital;Detroit, Michigan, United States'}, {'name': 'Rachel M. Kenney, PharmD, BCIDP (she/her/hers)', 'details': 'Pharmacy Specialist, Antimicrobial Stewardship;Henry Ford Hospital;Detroit, Michigan, United States'}, {'name': 'Michael Veve, PharmD, MPH', 'details': 'Infectious Diseases Pharmacist;Henry Ford Health;Detroit, Michigan, United States'}, {'name': 'Geehan Suleyman, MD (she/her/hers)', 'details': 'Medical Director, Infection Prevention;Henry Ford Health;Detroit, Michigan, United States'}, {'name': 'Anita Shallal, MD', 'details': 'Infectious Diseases Staff Physician;Henry Ford Health;Detroit, Michigan, United States'}]",694522,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2214,
"PGY2 Infectious Diseases Pharmacy Resident;Allegheny Health Network;Pittsburgh, Pennsylvania, United States","Tyler I. Achuff, PharmD","[{'name': 'Derek N. Bremmer, PharmD, BCIDP', 'details': 'Infectious DIseases/Antimicrobial Stewardship Clinical Pharmacy Specialist;Allegheny General Hospital;Pittsburgh, Pennsylvania, United States'}, {'name': 'Dustin R. Carr, PharmD, BCPS, BCIDP', 'details': 'Clinical Pharmacy Specialist, Infectious Diseases;Allegheny General Hospital;Pittsburgh, Pennsylvania, United States'}, {'name': 'Tamara Trienski, PharmD, BCIDP', 'details': 'Clinical Pharmacy Specialist, Infectious Diseases;Allegheny General Hospital;Pittsburgh, Pennsylvania, United States'}, {'name': 'Nathan R. Shively, MD', 'details': 'Medical Director, Antimicrobial Stewardship Program, Allegheny Valley Hospital;Allegheny Health Network;Pittsburgh, Pennsylvania, United States'}]",694343,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2215,
"Pharmacist/Epidemiologist;Centers for Disease Control and Prevention;Atlanta, Georgia, United States","Samuel E. Cincotta, PharmD, MPH","[{'name': 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA', 'details': 'Field Medical Officer;Centers for Disease Control & Prevention & Einstein/ Montefiore;New York, NY, United States'}, {'name': 'Jessica R. Howard-Anderson, MD, MSc', 'details': 'Assistant Professor;Emory University;Decatur, Georgia, United States'}, {'name': 'Susan E. Beekmann, RN, MPH', 'details': 'Program Coordinator, Emerging Infections Network;University of Iowa;IOWA CITY, Iowa, United States'}, {'name': 'Philip M. Polgreen, MD (he/him/his)', 'details': 'Professor;University of Iowa Carver College of Medicine;Iowa City, IA, United States'}, {'name': 'Maroya S. Walters, PhD, ScM (she/her/hers)', 'details': 'Lead, Antimicrobial Resistance Team;Centers for Disease Control and Prevention;Atlanta, GA, United States'}]",694198,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2216,
"Assistant professor;Maharat Nakhon Ratchasima Hospital;Muang, Nakhon Ratchasima, Thailand","wilawan thipmontree, Infectious diseases specialist (she/her/hers)","[{'name': 'Rattagan Kajeekul, MD', 'details': 'Maharat Nakhon Ratchasima  Hospital;Nakhon Ratchasima, Nakhon Ratchasima, Thailand'}, {'name': 'Athita Lewrod, n/a', 'details': 'Maharat Nakhob Ratchasima Hospital;Amphur Muang, Nakhon Ratchasima, Thailand'}, {'name': 'Anusak Kerdsin, n/a', 'details': 'Associated Professor;Kasetsart Unuversity;Muang, Sakon Nakhon, Thailand'}, {'name': 'Suganya Yongkiettrakul, n/a', 'details': 'National Science and Development Agency (NSTDA);Klong Lunag, Pathum Thani, Thailand'}]",694243,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2217,
"Assistant Professor;UTSouthwestern Medical Center;Dallas, TX, United States","Xiaowei Zhan, PhD","[{'name': 'Shuheng Gan, M.S.', 'details': 'University of Texas Southwestern Medical Center;Dallas, Texas, United States'}, {'name': 'Jiwoong Kim, MS', 'details': 'Computational Biologist;University of Texas Southwestern;Dallas, TX, United States'}, {'name': 'Juyeon Kim, B.A.', 'details': 'University of Texas Southwestern Medical Center;Dallas, Texas, United States'}, {'name': 'Andrew E. Clark, PhD, D(ABMM)', 'details': 'Assistant Professor;University of Texas Southwestern Medical Center;Dallas, Texas, United States'}, {'name': 'David E. Greenberg, MD', 'details': 'Associate Professor;UT Southwestern;Dallas, Texas, United States'}, {'name': 'Xiaowei Zhan, PhD', 'details': 'Assistant Professor;UTSouthwestern Medical Center;Dallas, TX, United States'}]",694258,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2218,
"Physician;Division of Infectious Diseases, Department of Medicine, Taipei Veterans General Hospital, Taipei, Taiwan;Taipei, Taipei, Taiwan (Republic of China)","Chien Chuang, MD (she/her/hers)","[{'name': 'Tzu-Chi Kao, M.D.', 'details': 'Taipei Veterans General Hospital;Taipei, Taipei, Taiwan'}, {'name': 'Sheng-Hua Chou, Master', 'details': 'Dr.;Institute of Emergency and Critical Care Medicine, National Yang-Ming University, Taipei, Taiwan;Taipei, Taipei, Taiwan (Republic of China)'}, {'name': 'Chih?Han Juan, M.D.', 'details': 'Taipei Veterans General Hospital and National Yang Ming Chiao Tung University;Taipei, Taipei, Taiwan'}, {'name': 'Yu-Chien Ho, MD', 'details': 'Resident;Taipei Veterans General Hospital;Taipei, Taipei, Taiwan (Republic of China)'}, {'name': 'Szu-Yu Liu, MD (she/her/hers)', 'details': 'Taiwan;Taipei Veterans General Hospital;Taipei, Taipei, Taiwan (Republic of China)'}, {'name': 'Yi-Tsung Lin, M.D., Ph.D.', 'details': 'Taipei Veterans General Hospital and National Yang Ming Chiao Tung University;Taipei, Taipei, Taiwan'}]",694464,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2219,
"PGY-1 Clinical Pharmacy Resident;Eastern Health Cluster;Dammam, Ash Sharqiyah, Saudi Arabia","Zahrah H. Aljuzair, PharmD","[{'name': 'Reem A. AlMahasnah, PharmD', 'details': 'King Fahad Specialist Hospital;Dammam, Ash Sharqiyah, Saudi Arabia'}, {'name': 'Afrah Sait, MD', 'details': 'King Fahad Specialist Hospital;Dammam, Ash Sharqiyah, Saudi Arabia'}, {'name': 'Manal Atta, MD', 'details': 'King Fahad Specialist Hospital;Dammam, Ash Sharqiyah, Saudi Arabia'}]",694453,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2220,
"Smt. NHL Municipal Medical College;Ahmedabad, Gujarat, India","Aalesh Shah, MBBS","[{'name': 'Yug Patel, MBBS', 'details': 'Smt. NHL Municipal Medical College;Ahmedabad, Gujarat, India'}, {'name': 'Dhaiwat Shukla, MBBS. MD, Fellowship in Rheumatology', 'details': 'V.S. General Hospital;Ahmedabad, Gujarat, India'}]",694897,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2221,
"Zhongshan Hospital, Fudan University;Shanghai, Shanghai, China","Yumeng Yao, MD","[{'name': 'Rong Bao, n/a', 'details': 'Zhongshan Hospital, Fudan University;Shanghai, Shanghai, China'}, {'name': 'Jue Pan, n/a', 'details': 'Zhongshan Hospital, Fudan University;Shanghai, Shanghai, China'}, {'name': 'Bijie Hu, Doctor', 'details': 'Department of Infectious Diseases, Zhongshan Hospital, Fudan University;Shanghai, Shanghai, China'}]",695023,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2222,
"Resident;University of Missouri - Kansas City, Kansas City, MO, USA.;Kansas City, Missouri, United States","Ahmed Husain, MD (he/him/his)","[{'name': 'Saqr Alsakarneh, MD', 'details': 'University of Missouri - Kansas City, Kansas City, MO, USA.;Kansas CIty, Missouri, United States'}, {'name': 'Lujain Malkawi, MD', 'details': 'University of Missouri - Kansas City, Kansas City, MO, USA.;Kansas Ciry, Missouri, United States'}, {'name': 'Mohd Alghizzawi, MD', 'details': 'University of Missouri - Kansas City, Kansas City, MO, USA.;Kansas City, Missouri, United States'}, {'name': 'Christopher Brychel, MD', 'details': 'University of Missouri - Kansas City, Kansas City, MO, USA.;Kansas City, Missouri, United States'}]",694868,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2223,
"Internal Medicine Resident;Beth Israel Deaconess Medical Center;Brookline, Massachusetts, United States","Aliya Moreira, MD (she/her/hers)","[{'name': 'Dana Hassneiah, MD', 'details': 'Fellow;Beth Israel Deaconess Medical Center;Boston, Massachusetts, United States'}, {'name': 'Ruvandhi Nathavitharana, MD, MPH', 'details': 'Assistant Professor;Beth Israel Deaconess Medical Center;Boston, MA, United States'}]",695340,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2224,
"Health Economics Outcomes Research;Insmed Incorporated;Clarksburg, Maryland, United States","Catherine Waweru, PhD (she/her/hers)","[{'name': 'Daniel Dorgan, MD', 'details': 'University of Pennsylvania;Philadelphia, Pennsylvania, United States'}, {'name': 'Catherine Waweru, PhD (she/her/hers)', 'details': 'Health Economics Outcomes Research;Insmed Incorporated;Clarksburg, Maryland, United States'}, {'name': 'Kim Cocks, PhD', 'details': 'Adelphi Values;Bollington, England, United Kingdom'}, {'name': 'Rachael Lawrance, BSc', 'details': 'Adelphi Values;Bollington, England, United Kingdom'}, {'name': 'Matthias Hunger, MSc', 'details': 'ICON Clinical Research;Dublin, Dublin, Ireland'}, {'name': 'Ankit Pahwa, MS', 'details': 'ICON Clinical Research;Dublin, Dublin, Ireland'}, {'name': 'Dayton Yuen, PharmD', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}, {'name': 'Monika Ciesielska, MA', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}, {'name': 'Leona Markson, ScD', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}, {'name': 'Kim Cocks, PhD', 'details': 'Adelphi Values;Bollington, England, United Kingdom'}, {'name': 'Rachael Lawrance, BSc', 'details': 'Adelphi Values;Bollington, England, United Kingdom'}, {'name': 'Matthias Hunger, MSc', 'details': 'ICON Clinical Research;Dublin, Dublin, Ireland'}, {'name': 'Ankit Pahwa, MS', 'details': 'ICON Clinical Research;Dublin, Dublin, Ireland'}, {'name': 'Dayton Yuen, PharmD', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}, {'name': 'Monika Ciesielska, MA', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}, {'name': 'Leona Markson, ScD', 'details': 'Insmed Incorporated;Bridgewater, New Jersey, United States'}]",695022,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2225,
"Consultant;AIG hospitals;hyderabad, Telangana, India","Haripriya Reddy challa, FNB (she/her/hers)","[{'name': 'Bhuvaneswari Ventrapragada, PharmD', 'details': 'clinical research co-ordinator;AIG hospitals;hyderabad, Telangana, India'}, {'name': 'Ankit Mittal, MBBS, PGDID, DM Infectious Diseases, Fellowship in Transplant Infectious Diseases', 'details': 'Dr.;AIG Hospitals;Hyderabad, Uttar Pradesh, India'}, {'name': 'Harshith B, DM', 'details': 'Consultant;AIG hospitals;hyderabad, Telangana, India'}]",694998,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2226,
"Senior Resident;All India Institute of Medical Sciences;NEW DELHI, Delhi, India","Mohit Chowdhury, MBBS (he/him/his)","[{'name': 'Urvashi B. Singh, MD,PhD (she/her/hers)', 'details': 'Professor;All India Institute of Medical Sciences ,New Delhi;New Delhi, Delhi, India'}, {'name': 'Animesh Ray, MD, DM, MRCP(UK)', 'details': 'Assistant Professor;All India Institute of Medical Sciences, New Delhi, India;New Delhi, Delhi, India'}, {'name': 'Sanjeev Sinha, MD', 'details': 'Professor;All India Institute of Medical Sciences, New Delhi;New Delhi, Delhi, India'}]",695024,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2227,
"Infectious Diseases Clinical Pharmacy Specialist;SSM Health Saint Louis University Hospital;St. Louis, Missouri, United States","Christian Mark Gill, PharmD, BCIDP","[{'name': 'Robin R. Chamberland, PhD D(ABMM)', 'details': 'Saint Louis University School of Medicine;St. Louis, Missouri, United States'}, {'name': 'Getahun Abate, M.D.', 'details': 'Assistant Professor/Program Director;Saint Louis University;St. Louis, MO, United States'}]",693362,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2228,
"Epidemiologist III;University of Rochester;Rochester, New York, United States","christopher J. Myers, MS, Infectious diseases (he/him/his)","[{'name': 'Ghinwa Dumyati, MD', 'details': 'Professor;New York Emerging Infections Program and University of Rochester Medical Center;Rochester, New York, United States'}]",695103,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2229,
"Professor;AMECI – Associação Mineira de Epidemiologia e Controle de Infecções;Belo Horizonte, Minas Gerais, Brazil","Bráulio R.G.M Couto, PhD","[{'name': 'Marco Aurélio Angelo, MD', 'details': 'Hospital Risoleta Tolentino Neves - HRTN;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Débora De Vasconcelos, Nurse', 'details': 'Hospital Risoleta Tolentino Neves - HRTN;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Giovana Ferreira, Nurse', 'details': 'Hospital Risoleta Tolentino Neves - HRTN;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Meritxell Bassas, Nurse', 'details': 'Hospital Risoleta Tolentino Neves - HRTN;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Laiz Almeida, Nurse', 'details': 'Hospital Risoleta Tolentino Neves - HRTN;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Rossana Souza, BCh', 'details': 'Biobyte Sistemas;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Walisson Ferreira Carvalho, PhD', 'details': 'PUC MInas;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Naísses Zóia Lima, PhD', 'details': 'PUC MInas;Belo Horizonte, Minas Gerais, Brazil'}, {'name': 'Ana Paula Ladeira, PhD', 'details': 'Biobyte Tecnologia em Epidemiologia;Belo Horizonte, Minas Gerais, Brazil'}]",695106,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2230,
"Fellow;Johns Hopkins University School of Medicine;Baltimore, Maryland, United States","Caitlin Visek, MD (she/her/hers)","[{'name': 'James Mukiibi, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Mariam Nantale, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Annet Nalutaaya, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Patrick Biché, MPH', 'details': 'Johns Hopkins Bloomberg School of Public Health;Baltimore, Maryland, United States'}, {'name': 'Joowhan Sung, MD, MSc (he/him/his)', 'details': 'Infectious Diseases Fellow;Johns Hopkins University School of Medicine;Baltimore, MD, United States'}, {'name': 'Francis Kayondo, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Joab Akampurira, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Michael Mukiibi, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Rogers Kiyonga, n/a', 'details': 'Walimu;Kampala, Kampala, Uganda'}, {'name': 'Achilles Katamba, PhD, MBChB, MS', 'details': 'Makerere University College of Health Sciences;Kampala, Kampala, Uganda'}, {'name': 'Emily A. Kendall, MD, PhD', 'details': 'Johns Hopkins University School of Medicine;Baltimore, Maryland, United States'}]",695456,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2231,
"MD;Henry Ford Hospital;Farmington Hills, Michigan, United States","Diana D D. Cardenas-Maldonado, MD (she/her/hers)","[{'name': 'Thomas Chevalier, RN, BSN, CIC', 'details': 'Henry Ford Health System;Detroit, Michigan, United States'}, {'name': 'Erica Herc, MD', 'details': 'Senior Staff, Infectious Diseases;Henry Ford Hospital;Detroit, Michigan, United States'}, {'name': 'Odaliz Abreu Lanfranco, MD', 'details': 'Associate Professor of Medicine, Clinical Faculty, Program Director;Henry Ford Health System, Wayne State University School of Medicine;Detroit, MI, United States'}, {'name': 'Geehan Suleyman, MD (she/her/hers)', 'details': 'Medical Director, Infection Prevention;Henry Ford Health;Detroit, Michigan, United States'}]",695403,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2232,
"Command Hospital Air Force Bangalore;Bangalore, Karnataka, India","Debdeep Mitra, MD Dermatology",[],694953,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2233,
"Command Hospital Air Force Bangalore;Bangalore, Karnataka, India","Debdeep Mitra, MD Dermatology",[],694926,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2234,
"Fellow;Beth Israel Deaconess Medical Center;Boston, Massachusetts, United States","Dana Hassneiah, MD","[{'name': 'Aliya Moreira, MD (she/her/hers)', 'details': 'Internal Medicine Resident;Beth Israel Deaconess Medical Center;Brookline, Massachusetts, United States'}, {'name': 'Bada Yang, Assistant professor', 'details': 'University Medical Center Utrecht;utrecht, Utrecht, Netherlands'}, {'name': 'Mathias Weis Damkjaer, MD', 'details': 'University of Southern Denmark;Odense, Syddanmark, Denmark'}, {'name': 'Laura Olbrich, PHD candidate', 'details': 'LMU University Hospital Munich;Munchen, Hamburg, Germany'}, {'name': 'Stephanie Bjerrum, MD, PHD, MPH', 'details': 'Senior Researcher;University of Southern Denmark;Valby, Hovedstaden, Denmark'}, {'name': 'Maunank Shah, MD, PhD', 'details': 'Associate Professor;Johns Hopkins;Baltimore, MD, United States'}, {'name': 'Ruvandhi Nathavitharana, MD, MPH', 'details': 'Assistant Professor;Beth Israel Deaconess Medical Center;Boston, MA, United States'}]",695296,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2235,
"Medical Doctor;University of Rome Tor Vergata;Rome, Lazio, Italy","Drieda Zaçe, Resident (she/her/hers)","[{'name': 'Rossi Benedetta', 'details': 'MD - IV year resident in  Infectious Diseases Unit;Tor Vergata Hospital;Rome, Lazio, Italy'}, {'name': 'Maria Letizia Minardi, Doctor', 'details': '1-\tDepartment of Systems Medicine, Infectious Disease Clinic, Tor Vergata University;Rome, Lazio, Italy'}, {'name': 'Grazia Alessio, n/a', 'details': 'Tor Vergata Hospital;Rome, Lazio, Italy'}, {'name': 'Leonardo Alborghetti, Doctor', 'details': '1-\tDepartment of Systems Medicine, Infectious Disease Clinic, Tor Vergata University;Rome, Lazio, Italy'}, {'name': 'Gianmarco Muratore, Doctor', 'details': '1-\tDepartment of Systems Medicine, Infectious Disease Clinic, Tor Vergata University;Rome, Lazio, Italy'}, {'name': 'Martina Moccione, Doctor', 'details': '1-\tDepartment of Systems Medicine, Infectious Disease Clinic, Tor Vergata University;Rome, Lazio, Italy'}, {'name': 'Luigi Coppola, Infectious Diseases Specialist', 'details': 'Tor Vergata Hospital;Rome, Lazio, Italy'}, {'name': 'Mirko Compagno, Infectious Diseases specialist', 'details': 'Medical doctor;Tor Vergata Hospital;Rome, Lazio, Italy'}, {'name': 'Laura Campogiani, MD', 'details': 'Infectious Diseases Specialist;Tor Vergata University of Rome;Rome, Lazio, Italy'}, {'name': 'Iannetta Marco, MD, PhD', 'details': 'Infectious Diseases Specialist;University of Rome Tor Vergata;Rome, Lazio, Italy'}, {'name': 'Loredana Sarmati', 'details': 'Professor;Tor Vergata University, Rome;Rome, Lazio, Italy'}]",694921,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2236,
"Professor;All India Institute of Medical Sciences ,New Delhi;New Delhi, Delhi, India","Urvashi B. Singh, MD,PhD (she/her/hers)","[{'name': 'Sushanta Deb, PhD', 'details': 'Washington State University;Pullman, Washington, United States'}, {'name': 'Lata Kumari, MSc', 'details': 'PhD student;All India Institute of Medical Sciences,New Delhi;New Delhi, Delhi, India'}, {'name': 'Neeraj Mahajan, PhD', 'details': 'All India Institute of Medical Sciences, New Delhi;New Delhi, Delhi, India'}, {'name': 'Vineet Ahuja, MD, DM, MNAMS', 'details': 'PROFESSOR;ALL INDIA INSTITUTE OF MEDICAL SCIENCES, NEW DELHI;DELHI, Delhi, India'}]",695213,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2237,
"Infectious Disease Fellow;Mayo Clinic;Scottsdale, Arizona, United States","Natasha Dyal, MD (she/her/hers)","[{'name': 'Holenarasipur R. Vikram, MD', 'details': 'Consultant;Mayo Clinic;Phoenix, Arizona, United States'}, {'name': 'Thilagavathi Venkatachalam, MBBS', 'details': 'Mayo Clinic;Scottsdale, Arizona, United States'}, {'name': 'Lavanya Kodali, MBBS, MD', 'details': 'Physician;Mayo Clinic;Phoenix, Arizona, United States'}]",695061,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2238,
"Postdoc;Case Western Reserve University;Lakewood, Ohio, United States","Eunjeong Shin, BPharm., PhD (she/her/hers)","[{'name': 'Khalid M. Dousa, MD', 'details': 'VAMC;Cleveland, Ohio, United States'}, {'name': 'Christopher Bethel, MS', 'details': 'Research Assisitant;Louis Stokes Cleveland VA Medical Center;Cleveland, Ohio, United States'}, {'name': 'Mary Nantongo, M.S. (she/her/hers)', 'details': 'PhD Student;Case Western Reserve University;Cleveland, Ohio, United States'}, {'name': 'Steven M. Holland, M.D.', 'details': 'Dr.;National Institutes of Health;Bethesda, Maryland, United States'}, {'name': 'Eric Rubin, MD, PhD', 'details': 'Harvard School of Public Health;Boston, Massachusetts, United States'}, {'name': 'Jürgen B. Bulitta, PharmD', 'details': 'Clinical Professor;University of Florida;Gainesville, Florida, United States'}, {'name': 'Barry N. Kreiswirth, Ph.D.', 'details': 'Professor;Center for Discovery and Innovation, Hakensack Meridian Health;Nutley, New Jersey, United States'}, {'name': 'Robert A. Bonomo, MD (he/him/his)', 'details': 'Associate Chief of Staff for Academic Affairs;Case Western Reserve University/ Louis Stokes Cleveland VA Medical Center;Cleveland, OH, United States'}]",695162,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=2239,
